# instance ta05, makespan 1231, lower bound 1224, best known 1224
# produced by conf_bj_j1_b10_60s run 7; recheck with verify_certificate.py
task;job;operation;machine;start;duration;completion
0;0;0;12;0;40;40
1;0;1;1;40;96;136
2;0;2;4;136;59;195
3;0;3;9;195;95;290
4;0;4;13;290;76;366
5;0;5;0;366;75;441
6;0;6;11;441;23;464
7;0;7;8;464;65;529
8;0;8;3;552;65;617
9;0;9;5;732;16;748
10;0;10;6;748;71;819
11;0;11;14;819;52;871
12;0;12;10;871;84;955
13;0;13;2;975;99;1074
14;0;14;7;1074;24;1098
15;1;0;5;0;2;2
16;1;1;1;136;88;224
17;1;2;14;269;99;368
18;1;3;10;368;52;420
19;1;4;13;428;68;496
20;1;5;9;496;13;509
21;1;6;6;543;38;581
22;1;7;12;581;35;616
23;1;8;8;616;57;673
24;1;9;2;673;37;710
25;1;10;7;710;93;803
26;1;11;0;877;38;915
27;1;12;3;954;68;1022
28;1;13;4;1022;94;1116
29;1;14;11;1154;71;1225
30;2;0;6;336;87;423
31;2;1;3;423;46;469
32;2;2;10;469;14;483
33;2;3;7;497;87;584
34;2;4;13;601;30;631
35;2;5;4;664;79;743
36;2;6;5;748;62;810
37;2;7;9;810;37;847
38;2;8;8;872;54;926
39;2;9;2;926;1;927
40;2;10;0;927;97;1024
41;2;11;1;1046;16;1062
42;2;12;11;1062;2;1064
43;2;13;14;1079;51;1130
44;2;14;12;1130;96;1226
45;3;0;10;0;19;19
46;3;1;7;19;15;34
47;3;2;5;34;42;76
48;3;3;0;76;8;84
49;3;4;9;84;72;156
50;3;5;13;156;15;171
51;3;6;2;171;76;247
52;3;7;8;267;25;292
53;3;8;1;387;78;465
54;3;9;14;466;84;550
55;3;10;11;550;62;612
56;3;11;3;627;70;697
57;3;12;12;697;81;778
58;3;13;6;819;16;835
59;3;14;4;835;97;932
60;4;0;6;0;68;68
61;4;1;12;68;71;139
62;4;2;14;139;3;142
63;4;3;1;224;68;292
64;4;4;7;326;91;417
65;4;5;5;417;37;454
66;4;6;11;464;73;537
67;4;7;0;628;21;649
68;4;8;2;710;85;795
69;4;9;3;875;79;954
70;4;10;8;954;51;1005
71;4;11;13;1005;50;1055
72;4;12;4;1116;21;1137
73;4;13;9;1137;30;1167
74;4;14;10;1167;64;1231
75;5;0;4;0;14;14
76;5;1;7;14;1;15
77;5;2;6;117;29;146
78;5;3;0;146;72;218
79;5;4;8;218;6;224
80;5;5;13;224;31;255
81;5;6;12;305;98;403
82;5;7;14;416;50;466
83;5;8;3;469;83;552
84;5;9;2;552;2;554
85;5;10;5;554;86;640
86;5;11;9;640;33;673
87;5;12;10;710;33;743
88;5;13;1;743;98;841
89;5;14;11;1003;59;1062
90;6;0;10;114;21;135
91;6;1;11;135;80;215
92;6;2;6;237;99;336
93;6;3;9;336;70;406
94;6;4;0;441;80;521
95;6;5;2;554;71;625
96;6;6;1;625;47;672
97;6;7;8;695;96;791
98;6;8;12;839;56;895
99;6;9;7;908;78;986
100;6;10;5;986;53;1039
101;6;11;3;1054;10;1064
102;6;12;13;1067;92;1159
103;6;13;14;1187;1;1188
104;6;14;4;1188;33;1221
105;7;0;3;0;29;29
106;7;1;10;29;85;114
107;7;2;5;114;89;203
108;7;3;6;227;10;237
109;7;4;8;237;30;267
110;7;5;4;267;38;305
111;7;6;0;305;38;343
112;7;7;14;368;48;416
113;7;8;2;416;16;432
114;7;9;7;432;65;497
115;7;10;9;509;90;599
116;7;11;11;739;73;812
117;7;12;12;895;88;983
118;7;13;1;1062;46;1108
119;7;14;13;1159;47;1206
120;8;0;1;0;37;37
121;8;1;2;37;9;46
122;8;2;6;68;49;117
123;8;3;7;128;23;151
124;8;4;10;151;1;152
125;8;5;12;152;78;230
126;8;6;14;230;39;269
127;8;7;8;292;15;307
128;8;8;0;343;9;352
129;8;9;3;352;41;393
130;8;10;13;393;35;428
131;8;11;5;454;83;537
132;8;12;4;537;8;545
133;8;13;9;673;61;734
134;8;14;11;812;60;872
135;9;0;12;40;1;41
136;9;1;7;151;73;224
137;9;2;6;423;47;470
138;9;3;14;550;46;596
139;9;4;3;617;10;627
140;9;5;4;627;37;664
141;9;6;0;664;60;724
142;9;7;13;724;84;808
143;9;8;10;808;26;834
144;9;9;8;861;11;872
145;9;10;11;872;37;909
146;9;11;9;909;79;988
147;9;12;5;1039;75;1114
148;9;13;2;1114;49;1163
149;9;14;1;1163;51;1214
150;10;0;4;14;22;36
151;10;1;3;36;49;85
152;10;2;8;85;33;118
153;10;3;14;118;2;120
154;10;4;2;120;24;144
155;10;5;13;144;3;147
156;10;6;5;221;73;294
157;10;7;6;621;68;689
158;10;8;10;689;21;710
159;10;9;12;778;61;839
160;10;10;7;839;69;908
161;10;11;11;909;94;1003
162;10;12;1;1003;43;1046
163;10;13;9;1094;39;1133
164;10;14;0;1133;48;1181
165;11;0;6;146;81;227
166;11;1;12;259;46;305
167;11;2;7;305;21;326
168;11;3;5;326;23;349
169;11;4;2;432;86;518
170;11;5;4;518;19;537
171;11;6;13;537;64;601
172;11;7;11;612;52;664
173;11;8;8;673;22;695
174;11;9;0;724;50;774
175;11;10;10;774;11;785
176;11;11;3;802;73;875
177;11;12;1;901;77;978
178;11;13;9;988;16;1004
179;11;14;14;1004;75;1079
180;12;0;12;41;21;62
181;12;1;13;62;80;142
182;12;2;8;142;30;172
183;12;3;7;224;32;256
184;12;4;1;465;22;487
185;12;5;6;520;23;543
186;12;6;0;543;85;628
187;12;7;5;640;92;732
188;12;8;9;734;14;748
189;12;9;10;748;13;761
190;12;10;4;761;68;829
191;12;11;2;829;60;889
192;12;12;14;889;45;934
193;12;13;3;1022;32;1054
194;12;14;11;1064;90;1154
195;13;0;12;230;29;259
196;13;1;1;292;95;387
197;13;2;4;387;52;439
198;13;3;8;529;59;588
199;13;4;6;588;33;621
200;13;5;10;621;12;633
201;13;6;7;633;73;706
202;13;7;3;706;96;802
203;13;8;0;802;75;877
204;13;9;5;877;12;889
205;13;10;13;889;83;972
206;13;11;2;972;3;975
207;13;12;9;1004;90;1094
208;13;13;14;1130;57;1187
