# instance ta27, makespan 1711, lower bound 1652, best known 1680
# produced by open_backjump_300s run 5; recheck with verify_certificate.py
task;job;operation;machine;start;duration;completion
0;0;0;7;0;86;86
1;0;1;13;89;43;132
2;0;2;17;133;61;194
3;0;3;6;194;99;293
4;0;4;8;293;7;300
5;0;5;11;300;70;370
6;0;6;4;421;21;442
7;0;7;3;442;2;444
8;0;8;12;468;88;556
9;0;9;18;556;38;594
10;0;10;9;594;65;659
11;0;11;2;659;81;740
12;0;12;0;744;38;782
13;0;13;1;782;51;833
14;0;14;10;833;81;914
15;0;15;16;914;37;951
16;0;16;15;1014;72;1086
17;0;17;14;1086;94;1180
18;0;18;5;1180;44;1224
19;0;19;19;1442;99;1541
20;1;0;7;86;80;166
21;1;1;17;239;66;305
22;1;2;16;305;90;395
23;1;3;10;509;83;592
24;1;4;0;592;89;681
25;1;5;15;681;7;688
26;1;6;12;814;55;869
27;1;7;1;869;17;886
28;1;8;2;886;13;899
29;1;9;9;920;45;965
30;1;10;18;965;28;993
31;1;11;5;1019;73;1092
32;1;12;3;1110;44;1154
33;1;13;6;1154;65;1219
34;1;14;19;1227;50;1277
35;1;15;14;1277;84;1361
36;1;16;4;1361;70;1431
37;1;17;11;1431;71;1502
38;1;18;8;1502;32;1534
39;1;19;13;1534;91;1625
40;2;0;11;0;90;90
41;2;1;17;90;43;133
42;2;2;19;133;37;170
43;2;3;0;170;71;241
44;2;4;2;296;64;360
45;2;5;4;442;88;530
46;2;6;8;558;27;585
47;2;7;14;597;30;627
48;2;8;10;627;34;661
49;2;9;3;661;99;760
50;2;10;5;760;10;770
51;2;11;12;770;44;814
52;2;12;18;814;99;913
53;2;13;15;920;94;1014
54;2;14;1;1130;96;1226
55;2;15;16;1416;98;1514
56;2;16;6;1514;44;1558
57;2;17;7;1558;7;1565
58;2;18;9;1565;33;1598
59;2;19;13;1625;59;1684
60;3;0;2;0;34;34
61;3;1;7;223;52;275
62;3;2;17;305;5;310
63;3;3;12;310;4;314
64;3;4;1;359;84;443
65;3;5;16;443;54;497
66;3;6;13;497;3;500
67;3;7;6;507;97;604
68;3;8;19;604;39;643
69;3;9;3;643;9;652
70;3;10;18;654;9;663
71;3;11;11;680;91;771
72;3;12;5;771;60;831
73;3;13;0;831;4;835
74;3;14;4;835;63;898
75;3;15;14;898;3;901
76;3;16;8;951;35;986
77;3;17;10;1011;79;1090
78;3;18;15;1090;66;1156
79;3;19;9;1428;97;1525
80;4;0;3;0;52;52
81;4;1;5;80;51;131
82;4;2;12;131;72;203
83;4;3;0;306;24;330
84;4;4;10;357;96;453
85;4;5;17;544;54;598
86;4;6;16;625;51;676
87;4;7;2;766;61;827
88;4;8;7;906;92;998
89;4;9;8;1038;81;1119
90;4;10;9;1119;74;1193
91;4;11;18;1193;49;1242
92;4;12;19;1277;24;1301
93;4;13;4;1301;59;1360
94;4;14;13;1360;4;1364
95;4;15;11;1370;21;1391
96;4;16;1;1432;78;1510
97;4;17;6;1510;2;1512
98;4;18;15;1622;3;1625
99;4;19;14;1625;49;1674
100;5;0;9;0;42;42
101;5;1;13;42;47;89
102;5;2;6;89;10;99
103;5;3;0;123;27;150
104;5;4;7;166;38;204
