# instance ta33, makespan 1849, lower bound 1788, best known 1791
# produced by open_backjump_300s run 3; recheck with verify_certificate.py
task;job;operation;machine;start;duration;completion
0;0;0;10;0;36;36
1;0;1;11;49;32;81
2;0;2;9;107;40;147
3;0;3;8;147;47;194
4;0;4;1;194;87;281
5;0;5;7;295;55;350
6;0;6;6;439;77;516
7;0;7;2;516;27;543
8;0;8;5;544;89;633
9;0;9;13;648;72;720
10;0;10;4;720;93;813
11;0;11;14;840;15;855
12;0;12;0;855;98;953
13;0;13;12;1026;95;1121
14;0;14;3;1213;32;1245
15;1;0;12;0;7;7
16;1;1;8;7;42;49
17;1;2;14;106;84;190
18;1;3;3;331;76;407
19;1;4;1;409;44;453
20;1;5;7;689;66;755
21;1;6;13;946;47;993
22;1;7;6;1017;72;1089
23;1;8;10;1107;24;1131
24;1;9;5;1131;68;1199
25;1;10;4;1253;5;1258
26;1;11;2;1258;35;1293
27;1;12;9;1293;13;1306
28;1;13;11;1306;55;1361
29;1;14;0;1381;73;1454
30;2;0;12;7;59;66
31;2;1;0;66;7;73
32;2;2;3;73;85;158
33;2;3;13;158;57;215
34;2;4;14;639;98;737
35;2;5;10;1036;71;1107
36;2;6;2;1110;61;1171
37;2;7;6;1172;98;1270
38;2;8;9;1273;3;1276
39;2;9;1;1477;61;1538
40;2;10;11;1543;12;1555
41;2;11;4;1594;44;1638
42;2;12;5;1677;7;1684
43;2;13;7;1684;28;1712
44;2;14;8;1824;3;1827
45;3;0;14;90;16;106
46;3;1;3;158;3;161
47;3;2;7;350;97;447
48;3;3;2;481;27;508
49;3;4;6;542;97;639
50;3;5;5;639;93;732
51;3;6;10;791;19;810
52;3;7;8;818;9;827
53;3;8;11;827;70;897
54;3;9;1;1016;19;1035
55;3;10;0;1035;92;1127
56;3;11;9;1148;27;1175
57;3;12;13;1398;76;1474
58;3;13;12;1526;1;1527
59;3;14;4;1638;4;1642
60;4;0;6;278;71;349
61;4;1;5;349;53;402
62;4;2;7;447;36;483
63;4;3;4;483;63;546
64;4;4;9;546;16;562
65;4;5;3;562;35;597
66;4;6;13;597;27;624
67;4;7;10;628;36;664
68;4;8;1;675;79;754
69;4;9;0;755;92;847
70;4;10;14;915;23;938
71;4;11;11;973;60;1033
72;4;12;8;1033;49;1082
73;4;13;12;1527;52;1579
74;4;14;2;1579;19;1598
75;5;0;7;147;48;195
76;5;1;11;281;88;369
77;5;2;12;450;68;518
78;5;3;9;518;6;524
79;5;4;8;590;63;653
80;5;5;2;653;25;678
81;5;6;3;682;28;710
82;5;7;5;732;67;799
83;5;8;4;840;62;902
84;5;9;1;1097;53;1150
85;5;10;10;1218;51;1269
86;5;11;0;1269;65;1334
87;5;12;6;1354;97;1451
88;5;13;13;1496;15;1511
89;5;14;14;1755;79;1834
90;6;0;11;0;49;49
91;6;1;12;66;65;131
92;6;2;1;162;26;188
93;6;3;7;755;72;827
94;6;4;14;855;60;915
95;6;5;6;915;15;930
96;6;6;3;930;70;1000
