# instance ta45, makespan 2042, lower bound 1997, best known 2000
# produced by open_baseline_300s run 4; recheck with verify_certificate.py
task;job;operation;machine;start;duration;completion
0;0;0;11;0;38;38
1;0;1;18;98;65;163
2;0;2;19;179;92;271
3;0;3;9;293;13;306
4;0;4;1;413;61;474
5;0;5;10;513;56;569
6;0;6;3;569;95;664
7;0;7;13;766;77;843
8;0;8;7;916;40;956
9;0;9;5;956;23;979
10;0;10;15;979;87;1066
11;0;11;0;1071;96;1167
12;0;12;4;1207;95;1302
13;0;13;6;1344;51;1395
14;0;14;8;1586;98;1684
15;0;15;17;1722;44;1766
16;0;16;16;1766;10;1776
17;0;17;2;1803;57;1860
18;0;18;14;1860;44;1904
19;0;19;12;1919;28;1947
20;1;0;8;0;81;81
21;1;1;15;81;37;118
22;1;2;18;164;13;177
23;1;3;16;328;48;376
24;1;4;6;390;7;397
25;1;5;0;421;87;508
26;1;6;2;523;12;535
27;1;7;11;559;23;582
28;1;8;13;643;83;726
29;1;9;7;847;69;916
30;1;10;10;916;26;942
31;1;11;19;942;61;1003
32;1;12;9;1012;16;1028
33;1;13;12;1143;60;1203
34;1;14;3;1369;79;1448
35;1;15;17;1493;52;1545
36;1;16;14;1563;84;1647
37;1;17;4;1761;93;1854
38;1;18;5;1867;73;1940
39;1;19;1;1947;92;2039
40;2;0;17;0;70;70
41;2;1;18;163;1;164
42;2;2;2;164;72;236
43;2;3;4;283;36;319
44;2;4;14;329;66;395
45;2;5;7;485;65;550
46;2;6;10;569;62;631
47;2;7;12;819;98;917
48;2;8;13;938;22;960
49;2;9;0;1006;65;1071
50;2;10;19;1084;26;1110
51;2;11;15;1110;89;1199
52;2;12;5;1199;12;1211
53;2;13;16;1290;52;1342
54;2;14;1;1393;73;1466
55;2;15;11;1466;52;1518
56;2;16;9;1518;28;1546
57;2;17;6;1678;60;1738
58;2;18;8;1738;11;1749
59;2;19;3;1775;26;1801
60;3;0;2;0;4;4
61;3;1;17;70;27;97
62;3;2;4;97;65;162
63;3;3;10;208;39;247
64;3;4;9;307;93;400
65;3;5;6;400;12;412
66;3;6;12;419;92;511
67;3;7;8;511;86;597
68;3;8;5;597;9;606
69;3;9;18;617;87;704
70;3;10;3;1220;65;1285
71;3;11;7;1308;79;1387
72;3;12;16;1428;92;1520
73;3;13;11;1520;41;1561
74;3;14;19;1568;97;1665
75;3;15;14;1665;45;1710
76;3;16;15;1710;84;1794
77;3;17;13;1794;89;1883
78;3;18;1;1883;64;1947
79;3;19;0;1947;37;1984
80;4;0;4;178;60;238
81;4;1;11;392;89;481
82;4;2;18;481;16;497
83;4;3;9;609;24;633
84;4;4;2;646;49;695
85;4;5;12;719;93;812
86;4;6;16;812;80;892
87;4;7;5;913;35;948
88;4;8;7;1173;61;1234
89;4;9;6;1234;46;1280
90;4;10;8;1368;36;1404
91;4;11;15;1404;68;1472
92;4;12;3;1472;23;1495
93;4;13;13;1499;13;1512
94;4;14;14;1512;51;1563
95;4;15;10;1563;25;1588
96;4;16;0;1655;76;1731
97;4;17;1;1731;46;1777
98;4;18;19;1777;98;1875
99;4;19;17;1915;58;1973
100;5;0;4;319;35;354
101;5;1;6;372;18;390
102;5;2;16;434;72;506
103;5;3;18;506;86;592
104;5;4;14;594;99;693
105;5;5;2;695;52;747
106;5;6;7;799;48;847
107;5;7;9;851;98;949
108;5;8;1;975;58;1033
109;5;9;15;1066;7;1073
110;5;10;10;1073;26;1099
111;5;11;12;1128;15;1143
112;5;12;5;1143;3;1146
113;5;13;8;1156;37;1193
114;5;14;19;1193;92;1285
115;5;15;13;1340;9;1349
116;5;16;17;1430;63;1493
117;5;17;3;1495;20;1515
118;5;18;0;1564;91;1655
119;5;19;11;1666;86;1752
120;6;0;19;35;56;91
121;6;1;14;96;10;106
122;6;2;11;172;62;234
123;6;3;3;286;8;294
124;6;4;6;322;50;372
125;6;5;9;400;19;419
126;6;6;15;431;53;484
127;6;7;4;484;69;553
128;6;8;2;579;67;646
129;6;9;12;684;8;692
130;6;10;17;692;10;702
131;6;11;10;702;22;724
132;6;12;13;726;40;766
133;6;13;8;766;85;851
134;6;14;0;925;44;969
135;6;15;16;1001;22;1023
136;6;16;7;1036;1;1037
137;6;17;1;1089;90;1179
138;6;18;5;1211;47;1258
139;6;19;18;1258;59;1317
140;7;0;6;0;82;82
141;7;1;9;98;83;181
142;7;2;17;181;75;256
143;7;3;12;313;89;402
144;7;4;16;617;72;689
145;7;5;5;689;39;728
146;7;6;0;767;47;814
147;7;7;8;921;39;960
148;7;8;1;960;15;975
149;7;9;3;1066;1;1067
150;7;10;14;1152;64;1216
151;7;11;13;1349;66;1415
152;7;12;7;1482;17;1499
153;7;13;2;1524;68;1592
154;7;14;4;1602;43;1645
155;7;15;15;1647;63;1710
156;7;16;18;1729;96;1825
157;7;17;11;1825;37;1862
158;7;18;10;1862;64;1926
159;7;19;19;1995;35;2030
160;8;0;10;0;58;58
161;8;1;16;86;48;134
162;8;2;17;134;19;153
163;8;3;5;204;17;221
164;8;4;15;221;33;254
165;8;5;18;254;29;283
166;8;6;14;283;46;329
167;8;7;2;329;81;410
168;8;8;0;410;11;421
169;8;9;1;474;88;562
170;8;10;4;562;58;620
171;8;11;13;960;70;1030
172;8;12;7;1499;99;1598
173;8;13;12;1598;96;1694
174;8;14;9;1694;90;1784
175;8;15;6;1784;46;1830
176;8;16;8;1830;69;1899
177;8;17;3;1899;92;1991
178;8;18;19;1991;4;1995
179;8;19;11;1995;45;2040
180;9;0;6;222;74;296
181;9;1;11;481;78;559
182;9;2;15;560;79;639
183;9;3;17;639;44;683
184;9;4;14;792;2;794
185;9;5;9;949;63;1012
186;9;6;7;1105;68;1173
187;9;7;10;1194;57;1251
188;9;8;16;1257;33;1290
189;9;9;19;1290;90;1380
