# instance ta30, makespan 1608, lower bound 1519, best known 1584
# produced by open_backjump_300s run 3; recheck with verify_certificate.py
task;job;operation;machine;start;duration;completion
0;0;0;18;170;84;254
1;0;1;15;254;9;263
2;0;2;6;263;34;297
3;0;3;8;297;62;359
4;0;4;14;365;11;376
5;0;5;12;388;60;448
6;0;6;19;458;43;501
7;0;7;11;533;52;585
8;0;8;7;728;77;805
9;0;9;4;831;37;868
10;0;10;9;868;15;883
11;0;11;16;883;43;926
12;0;12;10;926;8;934
13;0;13;13;957;5;962
14;0;14;3;969;36;1005
15;0;15;5;1005;56;1061
16;0;16;2;1061;46;1107
17;0;17;0;1198;51;1249
18;0;18;1;1249;86;1335
19;0;19;17;1335;86;1421
20;1;0;18;19;61;80
21;1;1;13;152;56;208
22;1;2;8;212;60;272
23;1;3;3;272;78;350
24;1;4;1;360;73;433
25;1;5;19;446;12;458
26;1;6;14;458;8;466
27;1;7;16;466;16;482
28;1;8;0;482;12;494
29;1;9;2;494;63;557
30;1;10;9;565;31;596
31;1;11;10;596;62;658
32;1;12;11;658;97;755
33;1;13;4;868;53;921
34;1;14;5;921;1;922
35;1;15;12;922;3;925
36;1;16;6;925;99;1024
37;1;17;7;1024;65;1089
38;1;18;15;1238;63;1301
39;1;19;17;1301;32;1333
40;2;0;10;0;86;86
41;2;1;7;106;53;159
42;2;2;4;159;59;218
43;2;3;17;250;12;262
44;2;4;14;279;34;313
45;2;5;0;397;27;424
46;2;6;8;424;2;426
47;2;7;1;433;86;519
48;2;8;16;519;85;604
49;2;9;5;604;21;625
50;2;10;3;625;58;683
51;2;11;13;686;70;756
52;2;12;2;777;55;832
53;2;13;15;832;77;909
54;2;14;6;909;15;924
55;2;15;18;925;20;945
56;2;16;19;969;32;1001
57;2;17;12;1009;42;1051
58;2;18;11;1051;17;1068
59;2;19;9;1068;38;1106
60;3;0;2;0;3;3
61;3;1;19;52;13;65
62;3;2;5;102;67;169
63;3;3;16;169;13;182
64;3;4;11;182;63;245
65;3;5;15;263;88;351
66;3;6;13;351;68;419
67;3;7;4;438;21;459
68;3;8;0;459;21;480
69;3;9;8;480;86;566
70;3;10;17;566;7;573
71;3;11;6;573;91;664
72;3;12;18;711;8;719
73;3;13;10;870;56;926
74;3;14;9;926;92;1018
75;3;15;3;1018;58;1076
76;3;16;1;1079;94;1173
77;3;17;7;1294;54;1348
78;3;18;12;1348;57;1405
79;3;19;14;1453;87;1540
80;4;0;12;5;29;34
81;4;1;15;34;74;108
82;4;2;2;108;89;197
83;4;3;3;236;18;254
84;4;4;11;311;38;349
85;4;5;7;349;75;424
86;4;6;10;424;18;442
87;4;7;17;442;15;457
88;4;8;9;470;95;565
89;4;9;16;604;11;615
90;4;10;0;658;24;682
91;4;11;13;682;4;686
92;4;12;4;695;12;707
93;4;13;14;740;17;757
94;4;14;1;900;34;934
95;4;15;19;934;35;969
96;4;16;8;969;62;1031
97;4;17;6;1031;90;1121
98;4;18;5;1283;48;1331
99;4;19;18;1331;21;1352
100;5;0;6;0;11;11
101;5;1;12;34;14;48
102;5;2;13;48;90;138
103;5;3;8;138;74;212
104;5;4;14;212;67;279
105;5;5;0;306;91;397
106;5;6;5;397;70;467
107;5;7;11;525;8;533
108;5;8;7;721;7;728
109;5;9;2;728;49;777
110;5;10;19;777;13;790
111;5;11;3;790;78;868
112;5;12;1;934;75;1009
113;5;13;18;1105;80;1185
114;5;14;4;1185;31;1216
115;5;15;15;1216;22;1238
116;5;16;10;1238;99;1337
117;5;17;16;1396;66;1462
118;5;18;9;1462;80;1542
119;5;19;17;1542;66;1608
120;6;0;11;0;97;97
121;6;1;15;169;63;232
122;6;2;17;262;11;273
123;6;3;7;276;71;347
124;6;4;18;399;1;400
125;6;5;9;407;63;470
126;6;6;12;470;70;540
127;6;7;4;540;33;573
128;6;8;16;615;74;689
129;6;9;1;726;76;802
130;6;10;2;832;86;918
131;6;11;10;1039;87;1126
132;6;12;8;1126;9;1135
133;6;13;5;1151;18;1169
134;6;14;0;1249;51;1300
135;6;15;3;1320;27;1347
136;6;16;14;1347;48;1395
137;6;17;6;1406;31;1437
138;6;18;13;1437;45;1482
139;6;19;19;1482;76;1558
140;7;0;18;0;19;19
141;7;1;17;67;64;131
142;7;2;0;131;94;225
143;7;3;7;424;4;428
144;7;4;4;459;81;540
145;7;5;12;540;5;545
146;7;6;1;654;72;726
147;7;7;10;840;30;870
148;7;8;2;918;2;920
149;7;9;15;920;16;936
150;7;10;13;1034;38;1072
151;7;11;14;1072;93;1165
152;7;12;19;1165;15;1180
153;7;13;5;1266;17;1283
154;7;14;6;1285;61;1346
155;7;15;3;1347;71;1418
156;7;16;9;1418;18;1436
157;7;17;8;1480;22;1502
158;7;18;11;1515;17;1532
159;7;19;16;1579;20;1599
160;8;0;15;108;61;169
161;8;1;11;245;66;311
162;8;2;12;311;62;373
163;8;3;7;435;70;505
164;8;4;1;519;59;578
165;8;5;0;578;80;658
166;8;6;14;658;82;740
167;8;7;9;740;2;742
168;8;8;18;768;97;865
169;8;9;8;865;76;941
170;8;10;13;962;72;1034
171;8;11;5;1061;90;1151
172;8;12;16;1151;74;1225
173;8;13;3;1225;95;1320
174;8;14;19;1320;41;1361
175;8;15;4;1361;9;1370
176;8;16;10;1370;46;1416
177;8;17;6;1437;20;1457
178;8;18;17;1457;78;1535
179;8;19;2;1535;32;1567
180;9;0;7;0;61;61
181;9;1;18;80;90;170
182;9;2;4;218;37;255
183;9;3;19;286;86;372
184;9;4;12;373;15;388
185;9;5;9;388;19;407
186;9;6;13;419;62;481
187;9;7;5;481;82;563
188;9;8;2;563;86;649
189;9;9;15;649;59;708
190;9;10;10;748;92;840
191;9;11;14;847;89;936
192;9;12;0;936;82;1018
193;9;13;16;1018;48;1066
194;9;14;1;1066;13;1079
195;9;15;6;1121;29;1150
196;9;16;8;1150;28;1178
197;9;17;17;1227;45;1272
198;9;18;11;1272;84;1356
199;9;19;3;1418;62;1480
200;10;0;17;131;7;138
201;10;1;13;208;86;294
202;10;2;18;294;79;373
203;10;3;14;376;67;443
204;10;4;19;501;85;586
205;10;5;1;586;68;654
206;10;6;6;664;94;758
207;10;7;11;758;61;819
208;10;8;12;858;47;905
209;10;9;4;921;49;970
210;10;10;15;970;50;1020
211;10;11;0;1020;55;1075
212;10;12;16;1075;3;1078
213;10;13;3;1078;18;1096
214;10;14;10;1126;79;1205
215;10;15;8;1205;32;1237
216;10;16;2;1270;43;1313
217;10;17;9;1313;97;1410
218;10;18;7;1410;53;1463
219;10;19;5;1463;44;1507
220;11;0;10;86;20;106
221;11;1;14;106;50;156
222;11;2;12;156;72;228
