# instance ta26, makespan 1681, lower bound 1591, best known 1643
# produced by open_baseline_300s run 4; recheck with verify_certificate.py
task;job;operation;machine;start;duration;completion
0;0;0;10;69;47;116
1;0;1;2;116;61;177
2;0;2;9;219;7;226
3;0;3;3;303;13;316
4;0;4;7;399;52;451
5;0;5;4;493;33;526
6;0;6;18;530;83;613
7;0;7;12;613;60;673
8;0;8;6;673;57;730
9;0;9;14;738;7;745
10;0;10;15;818;74;892
11;0;11;0;1043;93;1136
12;0;12;5;1136;59;1195
13;0;13;17;1236;46;1282
14;0;14;8;1282;7;1289
15;0;15;13;1336;84;1420
16;0;16;19;1425;56;1481
17;0;17;11;1481;58;1539
18;0;18;16;1539;45;1584
19;0;19;1;1584;4;1588
20;1;0;0;0;97;97
21;1;1;14;141;15;156
22;1;2;2;177;18;195
23;1;3;11;222;73;295
24;1;4;8;308;37;345
25;1;5;6;475;94;569
26;1;6;7;583;20;603
27;1;7;15;603;69;672
28;1;8;12;754;13;767
29;1;9;18;855;26;881
30;1;10;1;886;48;934
31;1;11;16;964;71;1035
32;1;12;13;1078;96;1174
33;1;13;19;1174;5;1179
34;1;14;10;1179;42;1221
35;1;15;5;1241;15;1256
36;1;16;4;1256;64;1320
37;1;17;3;1340;36;1376
38;1;18;17;1424;6;1430
39;1;19;9;1535;74;1609
40;2;0;8;81;87;168
41;2;1;7;494;89;583
42;2;2;1;583;28;611
43;2;3;12;673;81;754
44;2;4;4;755;47;802
45;2;5;18;802;53;855
46;2;6;14;855;67;922
47;2;7;2;922;78;1000
48;2;8;15;1000;14;1014
49;2;9;10;1014;92;1106
50;2;10;11;1106;94;1200
51;2;11;16;1200;26;1226
52;2;12;0;1267;68;1335
53;2;13;17;1346;36;1382
54;2;14;9;1382;79;1461
55;2;15;5;1461;71;1532
56;2;16;13;1532;94;1626
57;2;17;19;1626;28;1654
58;2;18;6;1654;25;1679
59;2;19;3;1679;2;1681
60;3;0;10;116;99;215
61;3;1;15;215;65;280
62;3;2;0;280;9;289
63;3;3;6;302;52;354
64;3;4;18;354;10;364
65;3;5;16;364;55;419
66;3;6;9;419;20;439
67;3;7;2;439;67;506
68;3;8;19;506;69;575
69;3;9;5;575;16;591
70;3;10;11;591;10;601
71;3;11;13;601;54;655
