# instance ta42, makespan 2003, lower bound 1884, best known 1937
# produced by open_backjump_300s run 5; recheck with verify_certificate.py
task;job;operation;machine;start;duration;completion
0;0;0;4;95;11;106
1;0;1;10;106;45;151
2;0;2;12;174;34;208
3;0;3;5;253;61;314
4;0;4;3;320;8;328
5;0;5;8;346;97;443
6;0;6;19;468;59;527
7;0;7;15;527;72;599
8;0;8;6;599;82;681
9;0;9;0;681;57;738
10;0;10;11;738;87;825
11;0;11;13;874;61;935
12;0;12;1;935;90;1025
13;0;13;16;1034;4;1038
14;0;14;17;1051;17;1068
15;0;15;18;1081;69;1150
16;0;16;2;1150;95;1245
17;0;17;14;1245;15;1260
18;0;18;7;1260;97;1357
19;0;19;9;1767;93;1860
20;1;0;6;0;57;57
21;1;1;1;147;64;211
22;1;2;2;218;15;233
23;1;3;13;233;19;252
24;1;4;11;252;14;266
25;1;5;3;266;54;320
26;1;6;12;320;71;391
27;1;7;14;466;29;495
28;1;8;10;495;17;512
29;1;9;19;527;43;570
30;1;10;7;646;81;727
31;1;11;18;802;87;889
32;1;12;16;897;65;962
33;1;13;17;989;62;1051
34;1;14;15;1100;80;1180
35;1;15;5;1180;75;1255
36;1;16;0;1315;19;1334
37;1;17;4;1417;48;1465
38;1;18;9;1573;33;1606
39;1;19;8;1693;68;1761
40;2;0;17;125;71;196
41;2;1;15;196;1;197
42;2;2;8;493;90;583
43;2;3;16;583;81;664
44;2;4;1;664;84;748
45;2;5;10;763;19;782
46;2;6;13;799;75;874
47;2;7;14;874;83;957
48;2;8;6;1021;25;1046
49;2;9;12;1092;69;1161
50;2;10;0;1191;1;1192
51;2;11;9;1213;80;1293
52;2;12;5;1293;35;1328
53;2;13;18;1328;76;1404
54;2;14;2;1640;37;1677
55;2;15;4;1708;23;1731
56;2;16;3;1731;13;1744
57;2;17;19;1744;4;1748
58;2;18;11;1799;81;1880
59;2;19;7;1892;20;1912
60;3;0;7;42;16;58
61;3;1;1;279;91;370
62;3;2;2;373;22;395
63;3;3;17;569;28;597
64;3;4;16;728;89;817
