# instance ta49, makespan 2003, lower bound 1931, best known 1961
# produced by open_backjump_300s run 2; recheck with verify_certificate.py
task;job;operation;machine;start;duration;completion
0;0;0;8;0;17;17
1;0;1;10;232;42;274
2;0;2;5;274;3;277
3;0;3;13;277;77;354
4;0;4;11;354;53;407
5;0;5;17;407;65;472
6;0;6;19;518;14;532
7;0;7;18;575;14;589
8;0;8;9;629;77;706
9;0;9;15;712;22;734
10;0;10;3;734;26;760
11;0;11;16;760;53;813
12;0;12;0;886;36;922
13;0;13;12;922;66;988
14;0;14;7;988;26;1014
15;0;15;2;1014;56;1070
16;0;16;1;1070;14;1084
17;0;17;14;1084;41;1125
18;0;18;6;1371;69;1440
19;0;19;4;1477;85;1562
20;1;0;14;0;57;57
21;1;1;18;155;93;248
22;1;2;1;308;85;393
23;1;3;2;393;20;413
24;1;4;13;452;94;546
25;1;5;9;546;3;549
26;1;6;16;601;59;660
27;1;7;6;660;80;740
28;1;8;19;751;40;791
29;1;9;17;824;83;907
30;1;10;7;907;67;974
31;1;11;8;974;55;1029
32;1;12;3;1029;25;1054
33;1;13;10;1457;24;1481
34;1;14;0;1481;74;1555
35;1;15;11;1555;47;1602
36;1;16;15;1602;37;1639
37;1;17;5;1639;98;1737
38;1;18;12;1737;9;1746
39;1;19;4;1754;84;1838
40;2;0;9;0;2;2
41;2;1;6;146;62;208
42;2;2;13;208;35;243
43;2;3;10;298;87;385
44;2;4;5;385;37;422
45;2;5;15;502;79;581
46;2;6;2;581;4;585
47;2;7;8;585;79;664
48;2;8;19;690;61;751
49;2;9;1;751;35;786
50;2;10;4;786;39;825
51;2;11;18;1235;26;1261
52;2;12;11;1265;24;1289
53;2;13;7;1290;17;1307
54;2;14;16;1337;8;1345
55;2;15;12;1353;88;1441
56;2;16;0;1441;39;1480
57;2;17;3;1480;25;1505
58;2;18;14;1588;92;1680
59;2;19;17;1680;48;1728
60;3;0;14;57;51;108
61;3;1;3;108;30;138
62;3;2;10;385;79;464
63;3;3;16;574;27;601
64;3;4;18;631;25;656
65;3;5;1;680;13;693
66;3;6;17;738;3;741
67;3;7;0;769;23;792
68;3;8;6;796;17;813
69;3;9;8;841;22;863
70;3;10;2;868;45;913
71;3;11;11;913;13;926
72;3;12;19;926;72;998
73;3;13;5;1011;52;1063
74;3;14;7;1103;56;1159
75;3;15;15;1170;56;1226
76;3;16;12;1247;84;1331
77;3;17;9;1331;16;1347
78;3;18;4;1383;50;1433
79;3;19;13;1482;64;1546
80;4;0;5;0;72;72
81;4;1;16;269;80;349
82;4;2;11;349;4;353
83;4;3;9;353;7;360
84;4;4;17;472;85;557
85;4;5;10;608;30;638
86;4;6;18;656;75;731
87;4;7;15;734;47;781
88;4;8;0;792;94;886
89;4;9;19;886;11;897
90;4;10;6;949;75;1024
91;4;11;4;1042;63;1105
92;4;12;13;1136;58;1194
93;4;13;2;1261;63;1324
94;4;14;1;1324;4;1328
95;4;15;14;1395;33;1428
96;4;16;3;1428;47;1475
97;4;17;12;1572;78;1650
98;4;18;7;1665;8;1673
99;4;19;8;1673;20;1693
100;5;0;7;0;32;32
101;5;1;9;80;82;162
102;5;2;1;213;45;258
103;5;3;2;258;14;272
104;5;4;4;272;10;282
105;5;5;6;282;60;342
106;5;6;10;1032;98;1130
107;5;7;18;1140;95;1235
108;5;8;17;1252;61;1313
109;5;9;8;1338;88;1426
110;5;10;5;1426;66;1492
111;5;11;0;1555;79;1634
112;5;12;19;1636;98;1734
113;5;13;15;1741;44;1785
114;5;14;14;1785;48;1833
115;5;15;13;1835;27;1862
116;5;16;11;1862;47;1909
117;5;17;12;1909;31;1940
118;5;18;3;1940;13;1953
119;5;19;16;1953;50;2003
120;6;0;0;20;32;52
121;6;1;12;223;53;276
122;6;2;1;393;33;426
123;6;3;14;426;70;496
124;6;4;18;516;59;575
125;6;5;6;575;41;616
126;6;6;8;664;95;759
127;6;7;17;759;65;824
128;6;8;10;1294;91;1385
129;6;9;2;1431;7;1438
130;6;10;19;1438;19;1457
131;6;11;5;1513;82;1595
132;6;12;16;1595;93;1688
133;6;13;11;1688;56;1744
134;6;14;7;1744;44;1788
135;6;15;13;1788;47;1835
136;6;16;9;1835;32;1867
137;6;17;3;1867;62;1929
138;6;18;15;1929;52;1981
139;6;19;4;1981;15;1996
140;7;0;16;264;5;269
141;7;1;14;269;44;313
142;7;2;18;364;94;458
143;7;3;11;458;20;478
144;7;4;1;478;35;513
145;7;5;10;752;75;827
146;7;6;5;861;92;953
147;7;7;9;1003;30;1033
148;7;8;7;1034;69;1103
149;7;9;2;1144;4;1148
150;7;10;12;1148;99;1247
151;7;11;15;1247;71;1318
152;7;12;17;1318;18;1336
153;7;13;8;1337;1;1338
154;7;14;0;1342;75;1417
155;7;15;4;1433;44;1477
156;7;16;19;1477;35;1512
157;7;17;3;1512;37;1549
158;7;18;6;1613;53;1666
159;7;19;13;1689;96;1785
160;8;0;10;0;60;60
161;8;1;19;60;54;114
162;8;2;18;114;41;155
163;8;3;15;155;45;200
164;8;4;8;204;79;283
165;8;5;0;283;19;302
166;8;6;2;302;53;355
167;8;7;9;360;91;451
168;8;8;13;451;1;452
169;8;9;3;452;74;526
170;8;10;6;542;16;558
171;8;11;7;598;56;654
172;8;12;12;654;75;729
173;8;13;11;813;95;908
174;8;14;1;908;90;998
175;8;15;4;1105;86;1191
176;8;16;5;1267;58;1325
177;8;17;16;1345;42;1387
178;8;18;14;1509;79;1588
179;8;19;17;1588;8;1596
180;9;0;9;2;78;80
181;9;1;14;108;56;164
182;9;2;10;274;24;298
183;9;3;19;298;60;358
184;9;4;8;457;88;545
185;9;5;12;545;47;592
186;9;6;7;654;33;687
187;9;7;6;740;11;751
188;9;8;18;980;92;1072
189;9;9;2;1072;72;1144
190;9;10;11;1144;42;1186
191;9;11;0;1201;88;1289
192;9;12;13;1289;30;1319
193;9;13;15;1433;57;1490
194;9;14;16;1490;97;1587
195;9;15;1;1616;25;1641
196;9;16;17;1641;26;1667
197;9;17;4;1749;5;1754
198;9;18;3;1789;62;1851
199;9;19;5;1927;45;1972
200;10;0;3;0;95;95
201;10;1;4;173;62;235
202;10;2;18;277;53;330
203;10;3;15;330;69;399
204;10;4;6;399;45;444
205;10;5;2;444;48;492
206;10;6;16;660;49;709
207;10;7;7;709;59;768
208;10;8;5;821;37;858
209;10;9;12;886;23;909
210;10;10;9;909;94;1003
211;10;11;17;1008;19;1027
212;10;12;0;1027;79;1106
213;10;13;8;1169;81;1250
214;10;14;1;1250;9;1259
215;10;15;10;1549;66;1615
216;10;16;14;1740;32;1772
217;10;17;11;1772;17;1789
218;10;18;19;1790;38;1828
219;10;19;13;1862;59;1921
220;11;0;2;0;61;61
221;11;1;4;61;73;134
222;11;2;1;134;79;213
223;11;3;15;213;25;238
224;11;4;16;452;75;527
225;11;5;3;527;5;532
226;11;6;17;557;76;633
227;11;7;6;633;26;659
228;11;8;11;659;69;728
229;11;9;12;811;18;829
