# instance ta09, makespan 1291, lower bound 1274, best known 1274
# produced by baseline_quick run 3; recheck with verify_certificate.py
task;job;operation;machine;start;duration;completion
0;0;0;3;0;91;91
1;0;1;13;189;15;204
2;0;2;11;204;45;249
3;0;3;4;260;26;286
4;0;4;2;343;90;433
5;0;5;9;433;53;486
6;0;6;10;499;7;506
7;0;7;6;506;78;584
8;0;8;12;584;94;678
9;0;9;7;719;8;727
10;0;10;5;727;19;746
11;0;11;14;746;56;802
12;0;12;8;894;69;963
13;0;13;1;963;66;1029
14;0;14;0;1030;98;1128
15;1;0;13;0;34;34
16;1;1;9;120;1;121
17;1;2;14;277;40;317
18;1;3;0;348;74;422
19;1;4;4;434;43;477
20;1;5;5;520;73;593
21;1;6;6;593;96;689
22;1;7;11;689;80;769
23;1;8;1;770;87;857
24;1;9;7;857;78;935
25;1;10;8;963;88;1051
26;1;11;12;1054;90;1144
27;1;12;10;1144;49;1193
28;1;13;3;1202;85;1287
29;1;14;2;1287;3;1290
30;2;0;1;80;88;168
31;2;1;14;179;98;277
32;2;2;13;277;82;359
33;2;3;8;359;46;405
34;2;4;10;420;79;499
35;2;5;4;547;69;616
36;2;6;0;616;95;711
37;2;7;12;711;41;752
38;2;8;5;752;39;791
39;2;9;2;791;12;803
40;2;10;11;803;1;804
41;2;11;6;804;71;875
42;2;12;9;875;27;902
43;2;13;7;935;77;1012
44;2;14;3;1041;99;1140
45;3;0;14;18;50;68
46;3;1;5;68;1;69
47;3;2;4;69;21;90
48;3;3;3;275;72;347
49;3;4;10;347;46;393
50;3;5;7;393;20;413
51;3;6;1;413;62;475
52;3;7;11;501;33;534
53;3;8;13;534;79;613
54;3;9;6;717;56;773
55;3;10;9;773;67;840
56;3;11;12;840;23;863
57;3;12;2;863;56;919
58;3;13;8;1051;44;1095
59;3;14;0;1128;56;1184
60;4;0;14;164;15;179
61;4;1;1;181;15;196
62;4;2;13;229;16;245
63;4;3;6;274;79;353
64;4;4;12;353;8;361
65;4;5;4;361;73;434
66;4;6;5;434;86;520
67;4;7;2;557;52;609
68;4;8;9;609;79;688
69;4;9;0;711;62;773
70;4;10;3;773;93;866
71;4;11;7;1061;86;1147
72;4;12;11;1147;44;1191
73;4;13;8;1191;80;1271
74;4;14;10;1271;18;1289
75;5;0;9;0;79;79
76;5;1;11;79;63;142
77;5;2;14;317;94;411
78;5;3;10;411;9;420
79;5;4;13;447;86;533
80;5;5;7;533;89;622
81;5;6;8;635;12;647
82;5;7;2;649;66;715
83;5;8;1;715;55;770
84;5;9;0;909;70;979
85;5;10;12;1019;35;1054
86;5;11;5;1054;14;1068
87;5;12;4;1068;3;1071
88;5;13;6;1082;54;1136
89;5;14;3;1140;62;1202
90;6;0;3;347;42;389
91;6;1;7;420;39;459
92;6;2;11;459;42;501
93;6;3;8;501;9;510
94;6;4;4;510;37;547
95;6;5;9;581;25;606
96;6;6;1;606;78;684
97;6;7;12;752;76;828
98;6;8;10;844;16;860
99;6;9;6;962;38;1000
100;6;10;0;1000;30;1030
101;6;11;14;1051;80;1131
102;6;12;5;1131;34;1165
103;6;13;2;1165;92;1257
104;6;14;13;1257;29;1286
105;7;0;14;68;96;164
106;7;1;13;204;25;229
107;7;2;5;229;49;278
108;7;3;0;278;67;345
109;7;4;9;345;53;398
110;7;5;8;405;20;425
111;7;6;2;433;52;485
112;7;7;3;485;29;514
113;7;8;1;543;51;594
114;7;9;11;839;35;874
115;7;10;6;924;38;962
116;7;11;10;962;18;980
117;7;12;4;980;43;1023
118;7;13;7;1147;46;1193
119;7;14;12;1193;98;1291
120;8;0;3;202;73;275
121;8;1;2;275;68;343
122;8;2;0;345;3;348
123;8;3;11;360;98;458
124;8;4;1;475;68;543
125;8;5;4;616;8;624
126;8;6;5;624;15;639
127;8;7;13;694;88;782
128;8;8;7;785;72;857
129;8;9;12;863;20;883
130;8;10;9;902;89;991
131;8;11;10;991;59;1050
132;8;12;8;1095;68;1163
133;8;13;6;1179;63;1242
134;8;14;14;1242;41;1283
135;9;0;14;477;30;507
136;9;1;9;507;43;550
137;9;2;11;550;80;630
138;9;3;13;630;64;694
139;9;4;1;694;14;708
140;9;5;5;708;6;714
141;9;6;3;714;36;750
142;9;7;4;750;88;838
143;9;8;0;838;71;909
144;9;9;12;968;51;1019
145;9;10;6;1019;63;1082
146;9;11;2;1082;32;1114
147;9;12;8;1163;16;1179
148;9;13;10;1193;63;1256
149;9;14;7;1256;7;1263
150;10;0;14;0;18;18
151;10;1;12;18;90;108
152;10;2;2;108;55;163
153;10;3;5;163;25;188
154;10;4;4;188;72;260
155;10;5;1;260;92;352
156;10;6;13;359;88;447
157;10;7;0;447;69;516
158;10;8;8;546;89;635
159;10;9;10;635;83;718
