# instance ta34, makespan 1875, lower bound 1828, best known 1829
# produced by open_baseline_300s run 1; recheck with verify_certificate.py
task;job;operation;machine;start;duration;completion
0;0;0;7;162;7;169
1;0;1;0;169;11;180
2;0;2;12;180;34;214
3;0;3;5;984;56;1040
4;0;4;11;1226;14;1240
5;0;5;10;1293;33;1326
6;0;6;8;1414;95;1509
7;0;7;2;1513;64;1577
8;0;8;13;1579;12;1591
9;0;9;6;1591;22;1613
10;0;10;4;1629;87;1716
11;0;11;3;1716;32;1748
12;0;12;1;1748;54;1802
13;0;13;14;1802;5;1807
14;0;14;9;1807;55;1862
15;1;0;7;87;57;144
16;1;1;11;219;11;230
17;1;2;6;230;33;263
18;1;3;10;809;56;865
19;1;4;3;936;9;945
20;1;5;1;989;71;1060
21;1;6;4;1060;99;1159
22;1;7;2;1220;31;1251
23;1;8;14;1469;52;1521
24;1;9;8;1566;33;1599
25;1;10;12;1599;96;1695
26;1;11;13;1695;46;1741
27;1;12;9;1741;1;1742
28;1;13;5;1742;48;1790
29;1;14;0;1811;55;1866
30;2;0;1;97;90;187
31;2;1;2;187;57;244
32;2;2;8;450;80;530
33;2;3;5;566;8;574
34;2;4;4;577;36;613
35;2;5;10;739;7;746
36;2;6;12;762;41;803
37;2;7;14;812;31;843
38;2;8;13;846;31;877
39;2;9;6;893;48;941
40;2;10;7;1033;68;1101
41;2;11;9;1234;19;1253
42;2;12;11;1294;25;1319
43;2;13;0;1357;38;1395
44;2;14;3;1439;88;1527
45;3;0;7;0;87;87
46;3;1;5;525;24;549
47;3;2;2;549;1;550
48;3;3;10;690;49;739
49;3;4;1;740;63;803
50;3;5;3;825;27;852
51;3;6;13;877;98;975
52;3;7;6;975;22;997
53;3;8;8;1096;35;1131
54;3;9;12;1184;18;1202
55;3;10;4;1225;7;1232
56;3;11;14;1322;55;1377
57;3;12;11;1475;55;1530
58;3;13;9;1544;87;1631
59;3;14;0;1683;29;1712
60;4;0;13;0;33;33
61;4;1;12;40;36;76
62;4;2;0;76;75;151
63;4;3;9;151;17;168
64;4;4;3;414;8;422
65;4;5;5;1040;55;1095
66;4;6;10;1150;53;1203
67;4;7;14;1203;31;1234
68;4;8;4;1234;95;1329
69;4;9;8;1383;31;1414
70;4;10;1;1414;67;1481
71;4;11;6;1511;80;1591
72;4;12;11;1594;87;1681
73;4;13;7;1692;5;1697
74;4;14;2;1725;58;1783
75;5;0;8;182;75;257
76;5;1;6;263;25;288
77;5;2;4;471;76;547
78;5;3;3;547;72;619
79;5;4;5;906;78;984
80;5;5;11;984;22;1006
81;5;6;0;1008;81;1089
82;5;7;12;1147;37;1184
83;5;8;9;1207;27;1234
84;5;9;1;1300;85;1385
85;5;10;13;1385;71;1456
86;5;11;2;1479;16;1495
87;5;12;14;1566;86;1652
88;5;13;7;1697;78;1775
89;5;14;10;1775;14;1789
90;6;0;3;0;90;90
91;6;1;9;90;54;144
92;6;2;5;331;98;429
93;6;3;13;563;10;573
94;6;4;8;608;75;683
95;6;5;14;808;4;812
96;6;6;12;812;24;836
97;6;7;10;1033;10;1043
98;6;8;2;1123;7;1130
99;6;9;0;1130;15;1145
100;6;10;1;1150;43;1193
101;6;11;6;1233;90;1323
102;6;12;7;1362;81;1443
