# instance ta29, makespan 1629, lower bound 1573, best known 1625
# produced by open_baseline_300s run 2; recheck with verify_certificate.py
task;job;operation;machine;start;duration;completion
0;0;0;10;209;84;293
1;0;1;9;293;45;338
2;0;2;16;362;53;415
3;0;3;18;415;48;463
4;0;4;17;463;9;472
5;0;5;5;472;9;481
6;0;6;14;481;39;520
7;0;7;2;543;79;622
8;0;8;13;665;83;748
9;0;9;19;767;50;817
10;0;10;12;848;24;872
11;0;11;3;872;49;921
12;0;12;8;921;81;1002
13;0;13;4;1002;5;1007
14;0;14;1;1007;70;1077
15;0;15;15;1077;89;1166
16;0;16;0;1242;91;1333
17;0;17;6;1471;25;1496
18;0;18;11;1512;80;1592
19;0;19;7;1592;36;1628
20;1;0;4;116;75;191
21;1;1;19;194;48;242
22;1;2;5;242;6;248
23;1;3;6;248;32;280
24;1;4;2;379;68;447
25;1;5;7;486;23;509
26;1;6;16;511;44;555
27;1;7;12;555;21;576
28;1;8;9;576;42;618
29;1;9;11;618;13;631
30;1;10;8;648;74;722
31;1;11;13;906;31;937
32;1;12;14;943;62;1005
33;1;13;3;1098;91;1189
34;1;14;1;1200;65;1265
35;1;15;15;1265;66;1331
36;1;16;18;1331;26;1357
37;1;17;17;1357;96;1453
38;1;18;0;1454;97;1551
39;1;19;10;1551;51;1602
40;2;0;10;0;49;49
41;2;1;3;49;26;75
42;2;2;14;75;35;110
43;2;3;0;110;64;174
44;2;4;16;174;55;229
45;2;5;1;229;78;307
46;2;6;2;307;72;379
47;2;7;5;379;83;462
48;2;8;7;518;59;577
49;2;9;15;591;16;607
50;2;10;17;643;92;735
51;2;11;13;748;68;816
52;2;12;19;817;64;881
53;2;13;4;881;4;885
54;2;14;11;888;76;964
55;2;15;12;1038;82;1120
56;2;16;9;1127;70;1197
57;2;17;18;1197;75;1272
58;2;18;8;1272;65;1337
59;2;19;6;1548;31;1579
60;3;0;1;0;55;55
61;3;1;8;144;58;202
62;3;2;17;202;37;239
63;3;3;11;239;32;271
64;3;4;0;271;31;302
65;3;5;10;302;65;367
66;3;6;12;367;65;432
67;3;7;5;481;85;566
68;3;8;13;582;50;632
69;3;9;4;632;94;726
70;3;10;6;726;37;763
71;3;11;3;805;20;825
72;3;12;15;825;94;919
