# instance ta23, makespan 1580, lower bound 1518, best known 1557
# produced by open_backjump_300s run 1; recheck with verify_certificate.py
task;job;operation;machine;start;duration;completion
0;0;0;7;0;33;33
1;0;1;4;33;8;41
2;0;2;0;269;81;350
3;0;3;10;350;68;418
4;0;4;17;418;28;446
5;0;5;18;498;91;589
6;0;6;16;620;91;711
7;0;7;15;747;74;821
8;0;8;3;821;7;828
9;0;9;11;828;7;835
10;0;10;5;910;19;929
11;0;11;6;999;50;1049
12;0;12;9;1061;65;1126
13;0;13;19;1126;53;1179
14;0;14;12;1197;9;1206
15;0;15;8;1206;90;1296
16;0;16;14;1296;69;1365
17;0;17;13;1365;50;1415
18;0;18;2;1421;58;1479
19;0;19;1;1479;13;1492
20;1;0;3;0;69;69
21;1;1;19;69;10;79
22;1;2;17;79;58;137
23;1;3;14;137;10;147
24;1;4;11;147;91;238
25;1;5;1;242;5;247
26;1;6;2;247;37;284
27;1;7;7;294;9;303
28;1;8;16;401;93;494
29;1;9;13;515;94;609
30;1;10;9;609;46;655
31;1;11;5;684;55;739
32;1;12;8;739;99;838
33;1;13;0;887;28;915
34;1;14;18;919;95;1014
35;1;15;10;1141;94;1235
36;1;16;6;1235;4;1239
37;1;17;4;1280;51;1331
38;1;18;15;1343;59;1402
39;1;19;12;1567;10;1577
40;2;0;15;0;79;79
41;2;1;0;79;70;149
42;2;2;4;149;35;184
43;2;3;8;184;82;266
44;2;4;2;284;35;319
45;2;5;14;321;84;405
46;2;6;18;464;34;498
47;2;7;12;503;87;590
48;2;8;7;635;91;726
49;2;9;5;742;69;811
50;2;10;6;811;12;823
51;2;11;16;823;31;854
52;2;12;17;892;94;986
53;2;13;11;986;65;1051
54;2;14;10;1235;13;1248
55;2;15;13;1248;16;1264
56;2;16;19;1301;39;1340
57;2;17;9;1373;46;1419
58;2;18;1;1419;4;1423
59;2;19;3;1496;74;1570
60;3;0;17;17;50;67
61;3;1;7;67;40;107
62;3;2;12;151;81;232
63;3;3;9;232;47;279
64;3;4;0;350;96;446
65;3;5;13;448;67;515
66;3;6;1;564;94;658
67;3;7;14;658;53;711
68;3;8;2;711;22;733
69;3;9;16;735;17;752
70;3;10;10;752;23;775
71;3;11;18;775;24;799
72;3;12;8;838;66;904
73;3;13;4;904;15;919
74;3;14;6;1082;56;1138
75;3;15;15;1138;84;1222
76;3;16;19;1222;79;1301
77;3;17;5;1349;25;1374
78;3;18;3;1374;13;1387
79;3;19;11;1503;72;1575
80;4;0;19;0;7;7
81;4;1;6;7;81;88
82;4;2;5;88;62;150
83;4;3;15;150;50;200
84;4;4;13;200;91;291
85;4;5;4;291;77;368
86;4;6;2;416;32;448
87;4;7;18;454;10;464
88;4;8;3;464;78;542
89;4;9;16;542;78;620
90;4;10;11;687;21;708
