# instance ta43, makespan 1913, lower bound 1809, best known 1846
# produced by open_baseline_300s run 2; recheck with verify_certificate.py
task;job;operation;machine;start;duration;completion
0;0;0;3;289;86;375
1;0;1;17;375;5;380
2;0;2;14;380;21;401
3;0;3;10;403;67;470
4;0;4;5;470;87;557
5;0;5;12;557;90;647
6;0;6;18;647;21;668
7;0;7;8;676;87;763
8;0;8;15;763;82;845
9;0;9;4;1051;68;1119
10;0;10;1;1119;25;1144
11;0;11;7;1144;10;1154
12;0;12;9;1156;58;1214
13;0;13;6;1218;65;1283
14;0;14;16;1368;20;1388
15;0;15;0;1388;34;1422
16;0;16;13;1519;12;1531
17;0;17;2;1531;35;1566
18;0;18;11;1595;63;1658
19;0;19;19;1794;41;1835
20;1;0;8;119;91;210
21;1;1;7;262;80;342
22;1;2;12;342;38;380
23;1;3;14;451;79;530
24;1;4;1;551;66;617
25;1;5;4;663;6;669
26;1;6;17;669;21;690
27;1;7;19;757;89;846
28;1;8;9;910;50;960
29;1;9;15;960;93;1053
30;1;10;0;1124;52;1176
31;1;11;3;1176;33;1209
32;1;12;2;1217;82;1299
33;1;13;6;1299;51;1350
34;1;14;11;1350;90;1440
35;1;15;16;1442;55;1497
36;1;16;10;1521;99;1620
37;1;17;5;1654;75;1729
38;1;18;18;1831;22;1853
39;1;19;13;1853;58;1911
40;2;0;18;0;59;59
41;2;1;14;126;22;148
42;2;2;1;174;10;184
43;2;3;11;184;1;185
44;2;4;0;393;75;468
45;2;5;6;497;1;498
46;2;6;12;498;35;533
47;2;7;4;558;15;573
48;2;8;15;631;39;670
49;2;9;5;670;28;698
50;2;10;13;715;29;744
51;2;11;17;776;8;784
52;2;12;9;845;65;910
53;2;13;16;910;45;955
54;2;14;8;955;5;960
55;2;15;2;975;90;1065
56;2;16;19;1073;18;1091
57;2;17;3;1091;11;1102
58;2;18;7;1102;39;1141
59;2;19;10;1141;70;1211
60;3;0;15;0;20;20
61;3;1;1;20;39;59
62;3;2;4;87;2;89
63;3;3;11;104;32;136
64;3;4;3;176;44;220
65;3;5;2;220;85;305
66;3;6;17;305;30;335
67;3;7;10;335;68;403
68;3;8;14;561;67;628
69;3;9;13;658;57;715
70;3;10;16;752;14;766
71;3;11;7;766;75;841
72;3;12;18;841;71;912
73;3;13;0;946;41;987
74;3;14;12;992;36;1028
75;3;15;5;1028;33;1061
76;3;16;8;1461;72;1533
77;3;17;9;1572;32;1604
78;3;18;6;1756;92;1848
79;3;19;19;1878;17;1895
80;4;0;5;0;82;82
81;4;1;10;82;71;153
82;4;2;15;240;55;295
83;4;3;13;295;28;323
84;4;4;16;325;73;398
85;4;5;19;398;12;410
86;4;6;18;410;18;428
87;4;7;2;585;41;626
88;4;8;4;735;78;813
89;4;9;7;853;71;924
90;4;10;8;960;26;986
91;4;11;17;1223;97;1320
92;4;12;11;1320;23;1343
93;4;13;9;1357;65;1422
94;4;14;14;1422;54;1476
95;4;15;6;1476;88;1564
96;4;16;3;1619;94;1713
97;4;17;0;1713;28;1741
98;4;18;12;1741;22;1763
99;4;19;1;1810;95;1905
100;5;0;9;0;5;5
101;5;1;16;5;29;34
102;5;2;1;101;73;174
103;5;3;5;195;69;264
104;5;4;6;353;51;404
105;5;5;11;404;70;474
106;5;6;13;572;24;596
107;5;7;14;725;89;814
108;5;8;2;875;21;896
109;5;9;0;1035;89;1124
110;5;10;4;1124;83;1207
111;5;11;17;1209;14;1223
112;5;12;15;1223;61;1284
113;5;13;19;1284;12;1296
114;5;14;10;1296;97;1393
115;5;15;18;1568;57;1625
116;5;16;8;1700;61;1761
117;5;17;3;1761;61;1822
118;5;18;7;1848;19;1867
119;5;19;12;1867;3;1870
120;6;0;2;0;43;43
121;6;1;6;45;4;49
122;6;2;7;49;32;81
123;6;3;14;81;4;85
124;6;4;4;89;96;185
125;6;5;12;185;34;219
126;6;6;15;219;21;240
127;6;7;16;240;2;242
128;6;8;13;323;33;356
129;6;9;5;372;77;449
130;6;10;1;489;62;551
131;6;11;10;707;39;746
132;6;12;0;828;89;917
133;6;13;17;929;90;1019
134;6;14;9;1066;90;1156
135;6;15;18;1211;42;1253
136;6;16;3;1264;16;1280
137;6;17;19;1296;73;1369
138;6;18;8;1369;75;1444
139;6;19;11;1444;57;1501
140;7;0;8;41;78;119
141;7;1;14;203;63;266
142;7;2;13;266;26;292
143;7;3;16;398;48;446
144;7;4;10;470;9;479
145;7;5;7;492;26;518
146;7;6;2;518;55;573
147;7;7;19;573;93;666
148;7;8;0;688;15;703
149;7;9;6;773;85;858
150;7;10;5;858;39;897
151;7;11;12;897;87;984
152;7;12;4;985;66;1051
153;7;13;11;1051;54;1105
154;7;14;1;1144;68;1212
155;7;15;3;1212;30;1242
156;7;16;18;1342;7;1349
157;7;17;17;1392;52;1444
158;7;18;9;1444;2;1446
159;7;19;15;1537;31;1568
160;8;0;3;121;55;176
161;8;1;0;306;87;393
162;8;2;14;441;10;451
163;8;3;4;458;5;463
164;8;4;15;463;48;511
165;8;5;6;511;78;589
166;8;6;8;589;87;676
167;8;7;5;698;8;706
168;8;8;17;706;70;776
169;8;9;9;776;69;845
170;8;10;13;890;57;947
171;8;11;16;955;85;1040
172;8;12;1;1040;58;1098
173;8;13;2;1444;74;1518
174;8;14;12;1565;92;1657
175;8;15;10;1699;77;1776
176;8;16;18;1777;54;1831
177;8;17;19;1835;43;1878
178;8;18;7;1878;28;1906
179;8;19;11;1906;6;1912
180;9;0;1;59;42;101
181;9;1;19;101;71;172
182;9;2;0;468;68;536
183;9;3;7;593;77;670
184;9;4;2;701;19;720
185;9;5;6;720;12;732
186;9;6;10;746;59;805
187;9;7;4;872;74;946
188;9;8;17;1036;71;1107
189;9;9;5;1108;22;1130
190;9;10;12;1160;7;1167
191;9;11;13;1195;53;1248
192;9;12;14;1248;99;1347
193;9;13;15;1347;71;1418
194;9;14;18;1418;88;1506
195;9;15;16;1506;91;1597
196;9;16;3;1597;22;1619
197;9;17;8;1619;46;1665
198;9;18;9;1697;80;1777
199;9;19;11;1850;55;1905
200;10;0;9;10;77;87
201;10;1;0;87;17;104
202;10;2;1;184;79;263
203;10;3;13;263;1;264
204;10;4;3;488;72;560
205;10;5;16;560;88;648
206;10;6;14;657;42;699
207;10;7;2;792;83;875
208;10;8;5;897;84;981
209;10;9;12;984;8;992
210;10;10;7;992;40;1032
211;10;11;8;1107;91;1198
212;10;12;19;1198;66;1264
213;10;13;4;1264;85;1349
214;10;14;18;1349;43;1392
215;10;15;10;1393;51;1444
216;10;16;11;1501;94;1595
217;10;17;6;1608;23;1631
218;10;18;15;1773;84;1857
219;10;19;17;1880;15;1895
220;11;0;1;0;6;6
221;11;1;14;85;41;126
222;11;2;4;251;5;256
223;11;3;11;256;87;343
224;11;4;2;343;46;389
225;11;5;7;518;75;593
226;11;6;3;1040;49;1089
227;11;7;12;1154;6;1160
228;11;8;16;1197;1;1198
229;11;9;9;1214;50;1264
230;11;10;13;1357;88;1445
231;11;11;17;1445;65;1510
232;11;12;18;1510;10;1520
233;11;13;0;1520;88;1608
234;11;14;10;1652;46;1698
235;11;15;15;1698;33;1731
236;11;16;5;1731;47;1778
237;11;17;8;1778;72;1850
238;11;18;6;1850;48;1898
239;11;19;19;1898;12;1910
240;12;0;0;0;56;56
241;12;1;9;87;75;162
242;12;2;10;210;53;263
243;12;3;4;327;34;361
244;12;4;2;389;73;462
245;12;5;3;560;83;643
246;12;6;7;670;72;742
247;12;7;12;742;15;757
248;12;8;11;757;28;785
249;12;9;17;785;52;837
250;12;10;14;943;49;992
251;12;11;15;1053;15;1068
252;12;12;13;1248;81;1329
253;12;13;6;1350;88;1438
254;12;14;8;1450;11;1461
255;12;15;19;1465;52;1517
256;12;16;18;1520;48;1568
257;12;17;1;1581;88;1669
258;12;18;16;1738;18;1756
259;12;19;5;1778;46;1824
260;13;0;17;0;68;68
261;13;1;11;68;36;104
262;13;2;5;161;34;195
263;13;3;3;220;11;231
264;13;4;14;266;63;329
265;13;5;7;362;31;393
266;13;6;1;393;30;423
267;13;7;15;511;59;570
268;13;8;10;579;85;664
269;13;9;12;664;60;724
270;13;10;13;744;78;822
271;13;11;16;822;82;904
272;13;12;2;904;6;910
273;13;13;18;912;88;1000
274;13;14;19;1091;43;1134
