# instance ta48, makespan 2021, lower bound 1912, best known 1937
# produced by open_backjump_300s run 5; recheck with verify_certificate.py
task;job;operation;machine;start;duration;completion
0;0;0;6;137;59;196
1;0;1;5;214;77;291
2;0;2;15;344;73;417
3;0;3;8;591;46;637
4;0;4;13;637;99;736
5;0;5;2;790;7;797
6;0;6;10;797;11;808
7;0;7;17;823;75;898
8;0;8;11;898;27;925
9;0;9;0;1007;22;1029
10;0;10;9;1103;33;1136
11;0;11;1;1159;70;1229
12;0;12;19;1236;9;1245
13;0;13;4;1249;17;1266
14;0;14;16;1318;33;1351
15;0;15;3;1428;17;1445
16;0;16;12;1623;40;1663
17;0;17;7;1663;75;1738
18;0;18;18;1787;15;1802
19;0;19;14;1840;80;1920
20;1;0;2;105;16;121
21;1;1;13;121;25;146
22;1;2;11;146;8;154
23;1;3;4;278;41;319
24;1;4;18;319;48;367
25;1;5;12;404;88;492
26;1;6;16;492;38;530
27;1;7;17;547;61;608
28;1;8;19;715;27;742
29;1;9;14;905;78;983
30;1;10;5;1094;84;1178
31;1;11;3;1207;7;1214
32;1;12;1;1229;16;1245
33;1;13;7;1296;90;1386
34;1;14;9;1412;66;1478
35;1;15;6;1501;41;1542
36;1;16;15;1644;3;1647
37;1;17;0;1849;47;1896
38;1;18;8;1896;33;1929
39;1;19;10;1929;57;1986
40;2;0;18;26;87;113
41;2;1;16;142;14;156
42;2;2;14;156;49;205
43;2;3;13;361;90;451
44;2;4;0;451;87;538
45;2;5;7;577;29;606
46;2;6;1;712;47;759
47;2;7;19;873;68;941
48;2;8;3;941;12;953
49;2;9;12;953;68;1021
50;2;10;15;1034;66;1100
51;2;11;6;1100;58;1158
52;2;12;5;1178;67;1245
53;2;13;2;1281;89;1370
54;2;14;8;1397;32;1429
55;2;15;9;1478;89;1567
56;2;16;4;1567;2;1569
57;2;17;10;1602;63;1665
58;2;18;17;1858;70;1928
59;2;19;11;1928;77;2005
60;3;0;9;34;10;44
61;3;1;10;194;74;268
62;3;2;5;440;56;496
63;3;3;14;546;88;634
64;3;4;18;634;77;711
65;3;5;2;711;79;790
66;3;6;8;876;69;945
67;3;7;11;961;42;1003
68;3;8;12;1021;12;1033
69;3;9;3;1061;76;1137
70;3;10;4;1137;78;1215
71;3;11;1;1245;74;1319
72;3;12;6;1319;1;1320
73;3;13;19;1466;16;1482
74;3;14;13;1482;34;1516
75;3;15;7;1561;60;1621
76;3;16;0;1626;66;1692
77;3;17;16;1692;71;1763
78;3;18;15;1763;77;1840
79;3;19;17;1928;84;2012
80;4;0;8;0;95;95
81;4;1;3;95;24;119
82;4;2;7;235;86;321
83;4;3;9;369;61;430
84;4;4;5;496;67;563
85;4;5;1;609;4;613
86;4;6;17;613;27;640
87;4;7;4;640;8;648
88;4;8;14;676;13;689
89;4;9;15;689;12;701
90;4;10;13;736;43;779
91;4;11;12;779;64;843
92;4;12;16;843;6;849
93;4;13;10;849;50;899
94;4;14;11;925;36;961
95;4;15;0;961;46;1007
96;4;16;19;1007;71;1078
97;4;17;6;1158;81;1239
98;4;18;2;1239;42;1281
99;4;19;18;1338;4;1342
100;5;0;6;0;82;82
101;5;1;8;95;99;194
102;5;2;9;210;34;244
103;5;3;2;251;4;255
104;5;4;13;272;89;361
105;5;5;14;404;84;488
106;5;6;1;532;77;609
107;5;7;3;609;51;660
108;5;8;15;660;12;672
109;5;9;19;742;72;814
110;5;10;4;814;37;851
111;5;11;0;851;4;855
112;5;12;18;855;18;873
113;5;13;10;1032;91;1123
114;5;14;12;1159;99;1258
115;5;15;17;1258;16;1274
116;5;16;5;1296;6;1302
117;5;17;16;1314;4;1318
118;5;18;11;1319;77;1396
119;5;19;7;1767;97;1864
120;6;0;16;65;37;102
121;6;1;7;191;44;235
122;6;2;12;266;81;347
123;6;3;2;358;72;430
124;6;4;13;534;13;547
125;6;5;6;751;66;817
126;6;6;5;968;52;1020
127;6;7;8;1135;68;1203
128;6;8;3;1203;4;1207
129;6;9;18;1237;14;1251
130;6;10;9;1276;31;1307
131;6;11;15;1345;91;1436
132;6;12;17;1438;71;1509
133;6;13;11;1672;86;1758
134;6;14;14;1758;4;1762
135;6;15;0;1762;55;1817
136;6;16;19;1826;7;1833
137;6;17;10;1833;8;1841
138;6;18;1;1841;89;1930
139;6;19;4;1930;80;2010
140;7;0;9;0;34;34
141;7;1;5;128;32;160
142;7;2;2;160;55;215
143;7;3;8;637;66;703
144;7;4;10;747;18;765
145;7;5;13;782;76;858
146;7;6;4;858;32;890
147;7;7;1;929;28;957
148;7;8;11;1003;7;1010
149;7;9;17;1021;75;1096
150;7;10;19;1159;77;1236
151;7;11;3;1236;24;1260
152;7;12;14;1260;91;1351
153;7;13;16;1351;4;1355
154;7;14;0;1358;72;1430
155;7;15;7;1477;84;1561
156;7;16;15;1594;50;1644
157;7;17;18;1644;45;1689
158;7;18;12;1756;25;1781
159;7;19;6;1781;6;1787
160;8;0;16;0;6;6
161;8;1;4;6;97;103
162;8;2;15;126;68;194
163;8;3;1;344;22;366
164;8;4;11;458;82;540
165;8;5;8;703;74;777
166;8;6;3;777;12;789
167;8;7;6;817;80;897
168;8;8;9;897;79;976
169;8;9;17;1006;15;1021
170;8;10;0;1038;48;1086
171;8;11;18;1086;91;1177
172;8;12;10;1284;51;1335
173;8;13;2;1370;19;1389
174;8;14;12;1410;74;1484
175;8;15;13;1591;48;1639
176;8;16;19;1639;68;1707
177;8;17;5;1707;43;1750
178;8;18;14;1827;13;1840
179;8;19;7;1864;31;1895
180;9;0;3;0;82;82
181;9;1;14;205;19;224
182;9;2;15;224;80;304
183;9;3;17;304;13;317
184;9;4;8;473;35;508
185;9;5;10;508;98;606
186;9;6;6;606;68;674
187;9;7;19;703;12;715
188;9;8;0;715;1;716
189;9;9;18;716;15;731
190;9;10;9;731;58;789
191;9;11;1;789;94;883
192;9;12;16;951;54;1005
193;9;13;5;1020;74;1094
194;9;14;4;1094;9;1103
195;9;15;13;1154;50;1204
196;9;16;11;1237;82;1319
197;9;17;12;1319;68;1387
198;9;18;7;1387;23;1410
199;9;19;2;1454;76;1530
200;10;0;2;0;79;79
201;10;1;15;106;20;126
202;10;2;4;319;74;393
203;10;3;16;393;43;436
