# instance ta02, makespan 1244, lower bound 1244, best known 1244
# produced by conf_bj_j3_b5_60s run 7; recheck with verify_certificate.py
task;job;operation;machine;start;duration;completion
0;0;0;9;0;86;86
1;0;1;14;86;60;146
2;0;2;4;291;10;301
3;0;3;13;384;59;443
4;0;4;10;443;65;508
5;0;5;3;508;94;602
6;0;6;7;602;71;673
7;0;7;8;673;25;698
8;0;8;0;698;98;796
9;0;9;5;796;49;845
10;0;10;1;845;43;888
11;0;11;2;888;8;896
12;0;12;12;902;90;992
13;0;13;6;1078;21;1099
14;0;14;11;1099;73;1172
15;1;0;10;0;68;68
16;1;1;8;68;28;96
17;1;2;11;128;38;166
18;1;3;14;166;36;202
19;1;4;3;256;93;349
20;1;5;13;349;35;384
21;1;6;9;411;37;448
22;1;7;7;448;28;476
23;1;8;4;476;62;538
24;1;9;2;538;86;624
25;1;10;6;641;65;706
26;1;11;1;706;11;717
27;1;12;5;724;20;744
28;1;13;12;758;82;840
29;1;14;0;840;23;863
30;2;0;7;0;33;33
31;2;1;0;33;67;100
32;2;2;6;100;96;196
33;2;3;5;305;91;396
34;2;4;14;396;83;479
35;2;5;13;543;81;624
36;2;6;2;624;60;684
37;2;7;11;684;88;772
38;2;8;4;772;20;792
39;2;9;12;840;62;902
40;2;10;1;902;22;924
41;2;11;9;924;79;1003
42;2;12;3;1003;38;1041
43;2;13;10;1041;40;1081
44;2;14;8;1122;82;1204
45;3;0;9;86;13;99
46;3;1;11;166;14;180
47;3;2;14;202;73;275
48;3;3;0;377;88;465
49;3;4;1;505;24;529
50;3;5;8;541;16;557
51;3;6;5;557;78;635
52;3;7;10;635;70;705
53;3;8;12;705;53;758
54;3;9;4;899;68;967
55;3;10;13;967;73;1040
56;3;11;3;1041;90;1131
57;3;12;6;1131;58;1189
58;3;13;7;1189;7;1196
59;3;14;2;1196;4;1200
60;4;0;11;35;93;128
61;4;1;4;128;52;180
62;4;2;13;180;63;243
63;4;3;3;243;13;256
64;4;4;8;256;19;275
65;4;5;1;275;41;316
66;4;6;10;316;71;387
67;4;7;12;399;59;458
68;4;8;2;458;19;477
69;4;9;14;618;60;678
70;4;10;6;828;85;913
71;4;11;7;914;99;1013
72;4;12;0;1021;73;1094
73;4;13;9;1107;95;1202
74;4;14;5;1202;19;1221
75;5;0;5;50;62;112
76;5;1;2;112;60;172
77;5;2;1;172;93;265
78;5;3;10;283;16;299
79;5;4;0;367;10;377
80;5;5;4;381;72;453
81;5;6;8;453;88;541
82;5;7;14;549;69;618
83;5;8;6;706;58;764
84;5;9;3;764;41;805
85;5;10;9;805;46;851
86;5;11;7;851;63;914
87;5;12;11;914;76;990
88;5;13;12;992;83;1075
89;5;14;13;1075;62;1137
90;6;0;5;0;50;50
91;6;1;10;166;68;234
92;6;2;13;243;90;333
93;6;3;0;333;34;367
94;6;4;9;367;44;411
95;6;5;8;411;5;416
96;6;6;1;416;8;424
97;6;7;11;424;25;449
98;6;8;14;479;70;549
99;6;9;7;549;53;602
100;6;10;12;625;78;703
101;6;11;2;896;92;988
102;6;12;6;1016;62;1078
103;6;13;4;1078;85;1163
104;6;14;3;1163;70;1233
105;7;0;12;0;60;60
106;7;1;0;100;64;164
107;7;2;9;164;92;256
108;7;3;3;349;44;393
109;7;4;13;443;63;506
110;7;5;6;506;91;597
111;7;6;5;635;21;656
112;7;7;7;673;1;674
113;7;8;2;693;96;789
114;7;9;14;789;19;808
115;7;10;11;835;59;894
116;7;11;8;894;12;906
117;7;12;10;906;41;947
118;7;13;1;947;11;958
119;7;14;4;967;94;1061
120;8;0;11;258;93;351
121;8;1;10;387;46;433
122;8;2;5;433;51;484
123;8;3;13;506;37;543
124;8;4;1;552;91;643
125;8;5;9;643;90;733
126;8;6;8;733;63;796
127;8;7;7;796;40;836
128;8;8;3;866;68;934
129;8;9;6;934;13;947
130;8;10;0;947;16;963
131;8;11;2;988;83;1071
132;8;12;14;1071;49;1120
133;8;13;12;1148;24;1172
134;8;14;4;1172;23;1195
135;9;0;2;0;5;5
136;9;1;14;5;35;40
137;9;2;3;40;21;61
138;9;3;10;234;14;248
139;9;4;6;248;66;314
