# instance ta46, makespan 2076, lower bound 1957, best known 2004
# produced by open_backjump_300s run 3; recheck with verify_certificate.py
task;job;operation;machine;start;duration;completion
0;0;0;19;159;49;208
1;0;1;12;250;91;341
2;0;2;14;341;1;342
3;0;3;10;342;37;379
4;0;4;15;383;32;415
5;0;5;7;415;69;484
6;0;6;11;484;56;540
7;0;7;17;638;65;703
8;0;8;1;703;45;748
9;0;9;5;1263;66;1329
10;0;10;8;1337;17;1354
11;0;11;0;1530;72;1602
12;0;12;18;1602;38;1640
13;0;13;2;1640;64;1704
14;0;14;3;1704;20;1724
15;0;15;4;1724;68;1792
16;0;16;9;1819;71;1890
17;0;17;13;1890;51;1941
18;0;18;6;1997;17;2014
19;0;19;16;2038;26;2064
20;1;0;10;0;59;59
21;1;1;5;92;43;135
22;1;2;11;139;90;229
23;1;3;8;229;51;280
24;1;4;16;298;96;394
25;1;5;6;421;62;483
26;1;6;19;486;35;521
27;1;7;15;521;6;527
28;1;8;0;529;54;583
29;1;9;13;583;81;664
30;1;10;1;670;3;673
31;1;11;17;703;80;783
32;1;12;3;879;94;973
33;1;13;7;1025;39;1064
34;1;14;18;1064;37;1101
35;1;15;4;1109;21;1130
36;1;16;2;1310;52;1362
37;1;17;14;1362;51;1413
38;1;18;9;1465;36;1501
39;1;19;12;1600;89;1689
40;2;0;15;0;57;57
41;2;1;19;396;90;486
42;2;2;10;486;34;520
43;2;3;5;568;37;605
44;2;4;6;624;60;684
45;2;5;7;706;51;757
46;2;6;3;796;27;823
47;2;7;9;823;29;852
48;2;8;1;852;53;905
49;2;9;16;909;20;929
50;2;10;17;971;45;1016
51;2;11;11;1016;16;1032
52;2;12;14;1051;2;1053
53;2;13;12;1091;24;1115
54;2;14;4;1130;34;1164
55;2;15;18;1181;18;1199
56;2;16;2;1199;2;1201
57;2;17;8;1262;75;1337
58;2;18;13;1514;78;1592
59;2;19;0;1646;46;1692
60;3;0;13;130;33;163
61;3;1;9;247;15;262
62;3;2;14;262;68;330
63;3;3;18;330;19;349
64;3;4;1;383;43;426
65;3;5;11;477;7;484
66;3;6;19;521;2;523
67;3;7;2;523;19;542
68;3;8;3;592;15;607
69;3;9;4;642;58;700
70;3;10;10;761;80;841
71;3;11;5;1471;48;1519
72;3;12;12;1551;49;1600
73;3;13;17;1611;82;1693
74;3;14;6;1693;63;1756
75;3;15;8;1756;26;1782
76;3;16;16;1804;4;1808
77;3;17;0;1808;38;1846
78;3;18;15;1856;62;1918
79;3;19;7;1939;41;1980
80;4;0;3;0;82;82
81;4;1;2;130;63;193
82;4;2;10;193;72;265
83;4;3;8;280;47;327
84;4;4;1;327;56;383
85;4;5;4;383;89;472
86;4;6;5;1104;71;1175
87;4;7;15;1189;91;1280
88;4;8;12;1280;75;1355
89;4;9;11;1355;93;1448
90;4;10;13;1455;59;1514
91;4;11;7;1514;58;1572
92;4;12;0;1602;20;1622
93;4;13;16;1622;84;1706
94;4;14;17;1706;63;1769
95;4;15;9;1769;50;1819
96;4;16;6;1820;48;1868
97;4;17;19;1875;85;1960
98;4;18;14;1964;39;2003
99;4;19;18;2008;45;2053
100;5;0;19;208;56;264
101;5;1;11;401;32;433
102;5;2;6;483;34;517
103;5;3;9;552;30;582
104;5;4;7;633;40;673
105;5;5;18;673;67;740
106;5;6;13;841;30;871
107;5;7;14;871;49;920
108;5;8;15;981;17;998
109;5;9;0;1006;17;1023
110;5;10;16;1029;15;1044
111;5;11;8;1044;58;1102
112;5;12;12;1115;47;1162
113;5;13;3;1162;15;1177
114;5;14;10;1304;21;1325
115;5;15;1;1353;74;1427
116;5;16;5;1519;85;1604
117;5;17;17;1604;7;1611
118;5;18;2;1861;41;1902
119;5;19;4;1902;79;1981
120;6;0;15;57;5;62
121;6;1;10;62;76;138
122;6;2;5;225;48;273
123;6;3;9;273;58;331
124;6;4;19;337;23;360
125;6;5;0;360;44;404
126;6;6;8;404;63;467
127;6;7;18;467;56;523
128;6;8;12;564;59;623
129;6;9;13;664;72;736
130;6;10;6;813;34;847
131;6;11;4;847;82;929
132;6;12;17;1016;86;1102
133;6;13;14;1102;43;1145
134;6;14;7;1145;70;1215
135;6;15;2;1215;41;1256
136;6;16;1;1256;97;1353
137;6;17;16;1381;57;1438
138;6;18;3;1438;38;1476
139;6;19;11;1525;24;1549
140;7;0;19;278;59;337
141;7;1;5;392;34;426
142;7;2;14;449;66;515
143;7;3;3;515;20;535
144;7;4;4;627;13;640
145;7;5;12;640;88;728
146;7;6;15;728;95;823
147;7;7;13;835;6;841
148;7;8;6;847;68;915
149;7;9;18;932;41;973
150;7;10;7;974;51;1025
151;7;11;9;1025;20;1045
152;7;12;11;1045;80;1125
153;7;13;1;1169;1;1170
154;7;14;16;1209;43;1252
155;7;15;10;1325;6;1331
156;7;16;17;1382;37;1419
157;7;17;0;1454;34;1488
158;7;18;2;1902;72;1974
159;7;19;8;2014;62;2076
160;8;0;12;65;55;120
161;8;1;5;426;59;485
162;8;2;19;588;53;641
163;8;3;10;687;74;761
164;8;4;8;773;77;850
165;8;5;11;902;72;974
166;8;6;0;1111;76;1187
167;8;7;17;1207;95;1302
168;8;8;4;1313;66;1379
169;8;9;6;1379;2;1381
170;8;10;13;1386;26;1412
171;8;11;9;1412;53;1465
172;8;12;16;1465;41;1506
173;8;13;3;1518;28;1546
174;8;14;2;1581;26;1607
175;8;15;14;1607;69;1676
176;8;16;7;1676;74;1750
177;8;17;15;1750;60;1810
178;8;18;1;1928;79;2007
179;8;19;18;2053;5;2058
180;9;0;9;98;63;161
181;9;1;15;253;94;347
182;9;2;12;347;86;433
183;9;3;5;605;97;702
184;9;4;3;702;94;796
185;9;5;13;871;82;953
186;9;6;19;963;88;1051
187;9;7;8;1102;25;1127
188;9;8;16;1127;10;1137
189;9;9;4;1164;72;1236
190;9;10;18;1263;39;1302
191;9;11;17;1302;49;1351
192;9;12;7;1351;5;1356
193;9;13;2;1362;38;1400
194;9;14;6;1400;85;1485
195;9;15;0;1488;42;1530
196;9;16;10;1530;89;1619
197;9;17;1;1764;22;1786
198;9;18;14;1786;34;1820
199;9;19;11;1820;18;1838
200;10;0;1;0;62;62
201;10;1;19;523;65;588
202;10;2;18;588;25;613
203;10;3;10;613;74;687
204;10;4;6;713;48;761
205;10;5;2;816;73;889
206;10;6;15;889;92;981
207;10;7;14;982;69;1051
208;10;8;7;1064;2;1066
209;10;9;17;1135;17;1152
210;10;10;11;1202;79;1281
211;10;11;13;1305;81;1386
212;10;12;5;1416;55;1471
213;10;13;12;1499;37;1536
214;10;14;16;1536;79;1615
215;10;15;4;1615;95;1710
216;10;16;0;1710;94;1804
217;10;17;9;1890;31;1921
218;10;18;3;1954;16;1970
219;10;19;8;1970;44;2014
220;11;0;11;0;53;53
221;11;1;19;264;14;278
222;11;2;2;289;77;366
223;11;3;17;366;92;458
224;11;4;14;515;32;547
225;11;5;7;556;47;603
226;11;6;15;603;93;696
227;11;7;4;728;41;769
228;11;8;5;915;6;921
229;11;9;0;935;71;1006
230;11;10;1;1010;69;1079
231;11;11;8;1127;70;1197
232;11;12;3;1230;96;1326
233;11;13;10;1334;11;1345
234;11;14;13;1412;39;1451
235;11;15;16;1451;10;1461
236;11;16;12;1536;15;1551
237;11;17;6;1573;39;1612
238;11;18;9;1612;98;1710
239;11;19;18;1979;29;2008
240;12;0;6;0;25;25
241;12;1;5;145;80;225
242;12;2;3;225;38;263
243;12;3;11;433;44;477
244;12;4;13;487;78;565
245;12;5;14;622;39;661
246;12;6;9;661;29;690
247;12;7;12;728;40;768
248;12;8;8;768;5;773
249;12;9;0;778;47;825
250;12;10;19;902;61;963
251;12;11;1;963;47;1010
252;12;12;2;1010;63;1073
253;12;13;18;1101;80;1181
254;12;14;4;1236;46;1282
255;12;15;7;1435;76;1511
256;12;16;15;1511;15;1526
257;12;17;17;1526;54;1580
258;12;18;10;1619;21;1640
259;12;19;16;1740;25;1765
260;13;0;2;0;53;53
261;13;1;6;53;99;152
262;13;2;4;152;44;196
263;13;3;12;196;54;250
264;13;4;17;250;89;339
265;13;5;16;394;75;469
266;13;6;0;503;26;529
267;13;7;10;529;58;587
268;13;8;7;676;30;706
269;13;9;3;862;17;879
270;13;10;5;912;3;915
271;13;11;18;915;17;932
272;13;12;1;932;14;946
273;13;13;8;946;1;947
274;13;14;9;947;60;1007
275;13;15;19;1195;49;1244
276;13;16;15;1333;76;1409
277;13;17;11;1680;83;1763
278;13;18;14;1777;9;1786
279;13;19;13;1786;32;1818
280;14;0;9;76;22;98
281;14;1;5;135;10;145
282;14;2;1;162;94;256
283;14;3;7;256;54;310
284;14;4;11;310;91;401
285;14;5;0;404;99;503
286;14;6;8;627;91;718
287;14;7;12;769;8;777
288;14;8;2;777;39;816
289;14;9;19;843;59;902
290;14;10;10;955;3;958
291;14;11;6;958;55;1013
292;14;12;4;1013;29;1042
293;14;13;15;1079;37;1116
294;14;14;13;1162;6;1168
295;14;15;18;1199;64;1263
296;14;16;14;1263;81;1344
297;14;17;16;1808;84;1892
298;14;18;3;1925;29;1954
299;14;19;17;1954;95;2049
300;15;0;14;0;72;72
301;15;1;11;72;67;139
302;15;2;5;363;29;392
303;15;3;10;392;57;449
304;15;4;4;543;9;552
305;15;5;3;552;40;592
306;15;6;1;592;78;670
307;15;7;13;736;99;835
308;15;8;7;921;53;974
309;15;9;15;998;66;1064
310;15;10;2;1073;85;1158
311;15;11;17;1351;31;1382
312;15;12;0;1401;42;1443
313;15;13;19;1447;83;1530
314;15;14;18;1640;46;1686
315;15;15;8;1686;27;1713
316;15;16;9;1713;47;1760
317;15;17;6;1760;60;1820
318;15;18;16;1920;67;1987
319;15;19;12;1987;47;2034
320;16;0;2;366;45;411
321;16;1;12;433;44;477
322;16;2;5;485;83;568
323;16;3;13;568;8;576
324;16;4;17;578;60;638
325;16;5;4;640;2;642
326;16;6;14;661;10;671
327;16;7;7;673;3;676
328;16;8;6;684;29;713
329;16;9;11;713;9;722
330;16;10;19;733;37;770
331;16;11;0;825;29;854
332;16;12;16;887;22;909
333;16;13;10;1045;97;1142
334;16;14;15;1183;6;1189
335;16;15;3;1189;41;1230
336;16;16;9;1290;81;1371
337;16;17;18;1477;74;1551
338;16;18;1;1702;62;1764
339;16;19;8;1782;95;1877
340;17;0;5;0;92;92
341;17;1;4;92;37;129
342;17;2;2;193;32;225
343;17;3;15;225;28;253
344;17;4;10;265;29;294
345;17;5;3;294;62;356
346;17;6;14;356;93;449
347;17;7;7;603;30;633
348;17;8;19;641;92;733
349;17;9;0;733;45;778
350;17;10;11;778;35;813
351;17;11;17;813;77;890
352;17;12;8;890;46;936
353;17;13;12;936;47;983
354;17;14;16;983;46;1029
355;17;15;9;1045;81;1126
356;17;16;1;1126;43;1169
357;17;17;13;1169;43;1212
358;17;18;6;1212;30;1242
359;17;19;18;1302;18;1320
360;18;0;4;0;49;49
361;18;1;9;161;86;247
362;18;2;13;247;20;267
363;18;3;5;273;90;363
364;18;4;8;363;4;367
365;18;5;6;377;44;421
366;18;6;7;484;72;556
367;18;7;17;556;22;578
368;18;8;0;583;90;673
369;18;9;12;768;1;769
370;18;10;1;769;30;799
371;18;11;3;973;71;1044
372;18;12;16;1044;77;1121
373;18;13;15;1121;62;1183
374;18;14;19;1244;48;1292
375;18;15;10;1421;25;1446
376;18;16;2;1704;89;1793
377;18;17;11;1794;6;1800
378;18;18;18;1806;95;1901
379;18;19;14;1901;44;1945
380;19;0;14;72;62;134
381;19;1;3;134;63;197
382;19;2;16;206;92;298
383;19;3;10;298;16;314
384;19;4;6;604;20;624
385;19;5;2;668;69;737
386;19;6;5;776;65;841
387;19;7;0;854;81;935
388;19;8;13;1016;21;1037
389;19;9;12;1037;54;1091
390;19;10;9;1126;97;1223
391;19;11;7;1356;79;1435
392;19;12;8;1514;37;1551
393;19;13;19;1551;97;1648
394;19;14;18;1686;93;1779
395;19;15;1;1786;55;1841
396;19;16;17;1841;70;1911
397;19;17;15;1923;60;1983
398;19;18;11;1983;36;2019
399;19;19;4;2019;57;2076
400;20;0;17;0;76;76
401;20;1;13;76;54;130
402;20;2;16;130;76;206
403;20;3;15;347;36;383
404;20;4;5;921;93;1014
405;20;5;4;1042;67;1109
