# instance ta08, makespan 1217, lower bound 1217, best known 1217
# produced by conf_bj_j1_b10_60s run 4; recheck with verify_certificate.py
task;job;operation;machine;start;duration;completion
0;0;0;3;38;83;121
1;0;1;6;160;1;161
2;0;2;7;204;96;300
3;0;3;13;302;54;356
4;0;4;4;430;30;460
5;0;5;1;492;80;572
6;0;6;12;572;81;653
7;0;7;10;653;9;662
8;0;8;8;696;49;745
9;0;9;14;745;32;777
10;0;10;0;777;19;796
11;0;11;9;817;92;909
12;0;12;5;966;65;1031
13;0;13;2;1061;88;1149
14;0;14;11;1153;64;1217
15;1;0;2;0;4;4
16;1;1;12;40;68;108
17;1;2;1;108;79;187
18;1;3;13;187;21;208
19;1;4;3;254;84;338
20;1;5;4;338;92;430
21;1;6;8;513;66;579
22;1;7;14;583;51;634
23;1;8;0;638;83;721
24;1;9;10;721;96;817
25;1;10;7;838;68;906
26;1;11;5;906;38;944
27;1;12;9;944;38;982
28;1;13;11;982;99;1081
29;1;14;6;1139;76;1215
30;2;0;8;85;46;131
31;2;1;14;131;57;188
32;2;2;3;188;66;254
33;2;3;0;254;75;329
34;2;4;10;329;88;417
35;2;5;5;417;58;475
36;2;6;9;475;56;531
37;2;7;13;562;35;597
38;2;8;2;597;59;656
39;2;9;11;675;82;757
40;2;10;6;865;24;889
41;2;11;4;934;96;1030
42;2;12;7;1030;24;1054
43;2;13;1;1054;55;1109
44;2;14;12;1109;80;1189
45;3;0;5;0;34;34
46;3;1;13;85;69;154
47;3;2;11;154;53;207
48;3;3;4;207;98;305
49;3;4;14;305;8;313
50;3;5;2;313;81;394
51;3;6;9;394;81;475
52;3;7;8;475;38;513
53;3;8;10;513;39;552
54;3;9;3;552;3;555
55;3;10;6;624;59;683
56;3;11;7;757;81;838
57;3;12;1;838;30;868
58;3;13;0;868;76;944
59;3;14;12;944;71;1015
60;4;0;13;0;85;85
61;4;1;5;85;80;165
62;4;2;2;212;36;248
63;4;3;14;248;57;305
64;4;4;1;327;96;423
65;4;5;8;423;34;457
66;4;6;4;460;14;474
67;4;7;3;474;3;477
68;4;8;11;477;90;567
69;4;9;6;889;99;988
70;4;10;7;988;9;997
71;4;11;12;1015;42;1057
72;4;12;9;1068;95;1163
73;4;13;0;1163;27;1190
74;4;14;10;1190;27;1217
75;5;0;14;0;28;28
76;5;1;11;28;11;39
77;5;2;2;80;66;146
78;5;3;5;165;2;167
79;5;4;8;174;35;209
80;5;5;10;209;69;278
81;5;6;0;329;61;390
82;5;7;4;474;84;558
83;5;8;9;622;73;695
84;5;9;7;701;56;757
85;5;10;13;796;98;894
86;5;11;3;894;81;975
87;5;12;1;975;72;1047
88;5;13;6;1047;92;1139
89;5;14;12;1189;23;1212
90;6;0;8;153;21;174
91;6;1;12;174;5;179
92;6;2;5;179;95;274
93;6;3;10;278;5;283
94;6;4;7;300;22;322
95;6;5;11;322;16;338
96;6;6;2;394;77;471
97;6;7;13;477;85;562
98;6;8;0;562;76;638
99;6;9;14;638;46;684
100;6;10;6;684;36;720
101;6;11;9;728;89;817
102;6;12;1;868;99;967
103;6;13;4;1030;44;1074
104;6;14;3;1074;37;1111
105;7;0;9;0;49;49
106;7;1;7;49;80;129
107;7;2;12;179;61;240
108;7;3;3;386;87;473
109;7;4;6;473;41;514
110;7;5;2;514;6;520
111;7;6;10;552;83;635
112;7;7;13;635;79;714
113;7;8;1;714;44;758
114;7;9;8;758;83;841
115;7;10;14;841;9;850
116;7;11;4;850;84;934
117;7;12;0;948;99;1047
118;7;13;5;1047;38;1085
119;7;14;11;1085;68;1153
120;8;0;0;0;77;77
121;8;1;4;77;51;128
122;8;2;5;475;68;543
123;8;3;1;572;69;641
124;8;4;11;669;6;675
125;8;5;7;675;26;701
126;8;6;6;766;99;865
127;8;7;2;865;6;871
128;8;8;14;871;34;905
129;8;9;13;908;27;935
130;8;10;8;935;51;986
131;8;11;9;986;82;1068
132;8;12;3;1068;5;1073
133;8;13;10;1073;90;1163
134;8;14;12;1212;1;1213
135;9;0;8;0;85;85
136;9;1;11;85;64;149
137;9;2;7;149;55;204
138;9;3;1;244;76;320
139;9;4;14;320;89;409
140;9;5;13;409;68;477
141;9;6;12;477;34;511
142;9;7;4;558;14;572
143;9;8;6;572;52;624
144;9;9;9;695;33;728
145;9;10;10;838;91;929
146;9;11;0;944;4;948
147;9;12;5;948;18;966
148;9;13;2;966;95;1061
149;9;14;3;1111;76;1187
150;10;0;12;0;40;40
151;10;1;4;40;8;48
152;10;2;5;48;36;84
153;10;3;13;154;5;159
154;10;4;6;159;1;160
155;10;5;0;160;51;211
156;10;6;1;211;33;244
157;10;7;7;322;80;402
158;10;8;9;531;90;621
159;10;9;8;621;75;696
160;10;10;11;757;47;804
161;10;11;10;929;65;994
162;10;12;14;994;42;1036
163;10;13;2;1169;16;1185
164;10;14;3;1187;11;1198
165;11;0;3;0;38;38
166;11;1;14;38;83;121
167;11;2;4;128;48;176
168;11;3;13;208;74;282
169;11;4;5;282;15;297
170;11;5;9;297;10;307
171;11;6;8;307;89;396
172;11;7;0;440;41;481
173;11;8;7;537;97;634
174;11;9;12;653;97;750
175;11;10;6;750;16;766
176;11;11;1;766;47;813
177;11;12;10;817;21;838
178;11;13;11;879;95;974
179;11;14;2;1149;20;1169
180;12;0;10;24;89;113
181;12;1;8;131;22;153
182;12;2;4;176;11;187
183;12;3;1;187;15;202
184;12;4;2;248;37;285
185;12;5;0;481;65;546
186;12;6;7;634;28;662
187;12;7;14;684;39;723
188;12;8;12;750;88;838
189;12;9;13;894;14;908
190;12;10;9;909;28;937
191;12;11;6;988;6;994
192;12;12;3;994;24;1018
193;12;13;11;1081;4;1085
194;12;14;5;1085;23;1108
195;13;0;6;0;14;14
196;13;1;2;14;66;80
197;13;2;0;80;4;84
198;13;3;14;188;58;246
199;13;4;1;320;7;327
200;13;5;4;327;6;333
201;13;6;12;333;5;338
202;13;7;3;338;48;386
203;13;8;10;417;54;471
204;13;9;7;478;59;537
205;13;10;8;579;2;581
206;13;11;9;621;1;622
207;13;12;5;622;4;626
208;13;13;13;714;82;796
209;13;14;11;804;75;879
210;14;0;10;0;24;24
211;14;1;2;146;66;212
212;14;2;9;212;4;216
213;14;3;13;282;20;302
214;14;4;5;302;79;381
215;14;5;0;390;50;440
216;14;6;6;440;23;463
217;14;7;7;463;15;478
218;14;8;1;478;14;492
219;14;9;14;492;91;583
220;14;10;11;583;86;669
221;14;11;4;669;96;765
222;14;12;12;838;63;901
223;14;13;3;975;16;991
224;14;14;8;991;3;994
