run;task;job;operation;machine;start;duration;completion
1;0;0;0;10;98;84;182
1;1;0;1;9;205;45;250
1;2;0;2;16;250;53;303
1;3;0;3;18;334;48;382
1;4;0;4;17;382;9;391
1;5;0;5;5;398;9;407
1;6;0;6;14;407;39;446
1;7;0;7;2;513;79;592
1;8;0;8;13;866;83;949
1;9;0;9;19;962;50;1012
1;10;0;10;12;1045;24;1069
1;11;0;11;3;1092;49;1141
1;12;0;12;8;1141;81;1222
1;13;0;13;4;1222;5;1227
1;14;0;14;1;1227;70;1297
1;15;0;15;15;1318;89;1407
1;16;0;16;0;1407;91;1498
1;17;0;17;6;1498;25;1523
1;18;0;18;11;1523;80;1603
1;19;0;19;7;1603;36;1639
1;20;1;0;4;116;75;191
1;21;1;1;19;191;48;239
1;22;1;2;5;239;6;245
1;23;1;3;6;245;32;277
1;24;1;4;2;277;68;345
1;25;1;5;7;345;23;368
1;26;1;6;16;453;44;497
1;27;1;7;12;539;21;560
1;28;1;8;9;560;42;602
1;29;1;9;11;602;13;615
1;30;1;10;8;615;74;689
1;31;1;11;13;723;31;754
1;32;1;12;14;755;62;817
1;33;1;13;3;839;91;930
1;34;1;14;1;1000;65;1065
1;35;1;15;15;1065;66;1131
1;36;1;16;18;1131;26;1157
1;37;1;17;17;1209;96;1305
1;38;1;18;0;1310;97;1407
1;39;1;19;10;1419;51;1470
1;40;2;0;10;0;49;49
1;41;2;1;3;49;26;75
1;42;2;2;14;91;35;126
1;43;2;3;0;126;64;190
1;44;2;4;16;193;55;248
1;45;2;5;1;260;78;338
1;46;2;6;2;345;72;417
1;47;2;7;5;417;83;500
1;48;2;8;7;534;59;593
1;49;2;9;15;593;16;609
1;50;2;10;17;662;92;754
1;51;2;11;13;754;68;822
1;52;2;12;19;822;64;886
1;53;2;13;4;886;4;890
1;54;2;14;11;930;76;1006
1;55;2;15;12;1069;82;1151
1;56;2;16;9;1189;70;1259
1;57;2;17;18;1259;75;1334
1;58;2;18;8;1334;65;1399
1;59;2;19;6;1558;31;1589
1;60;3;0;1;0;55;55
1;61;3;1;8;185;58;243
1;62;3;2;17;243;37;280
1;63;3;3;11;280;32;312
1;64;3;4;0;312;31;343
1;65;3;5;10;362;65;427
1;66;3;6;12;427;65;492
1;67;3;7;5;500;85;585
1;68;3;8;13;636;50;686
1;69;3;9;4;686;94;780
1;70;3;10;6;780;37;817
1;71;3;11;3;819;20;839
1;72;3;12;15;839;94;933
1;73;3;13;7;933;20;953
1;74;3;14;16;953;31;984
1;75;3;15;14;984;30;1014
1;76;3;16;9;1259;49;1308
1;77;3;17;2;1313;8;1321
1;78;3;18;19;1472;22;1494
1;79;3;19;18;1494;47;1541
1;80;4;0;13;0;81;81
1;81;4;1;16;125;68;193
1;82;4;2;18;193;2;195
1;83;4;3;10;293;69;362
1;84;4;4;15;378;38;416
1;85;4;5;4;457;7;464
1;86;4;6;14;464;81;545
1;87;4;7;5;768;79;847
1;88;4;8;19;886;76;962
1;89;4;9;2;962;94;1056
1;90;4;10;17;1056;65;1121
1;91;4;11;0;1121;11;1132
1;92;4;12;6;1132;98;1230
1;93;4;13;7;1230;38;1268
1;94;4;14;3;1268;95;1363
1;95;4;15;1;1378;93;1471
1;96;4;16;9;1471;9;1480
1;97;4;17;12;1480;21;1501
1;98;4;18;11;1501;17;1518
1;99;4;19;8;1518;79;1597
1;100;5;0;5;0;64;64
1;101;5;1;7;64;7;71
1;102;5;2;15;71;94;165
1;103;5;3;19;239;29;268
1;104;5;4;17;280;77;357
1;105;5;5;4;464;75;539
1;106;5;6;12;560;50;610
1;107;5;7;2;610;78;688
1;108;5;8;3;762;57;819
1;109;5;9;18;819;29;848
1;110;5;10;8;848;66;914
1;111;5;11;13;949;93;1042
