1	247	242	148	1760	1
2	247	244	132	1698	1
3	247	243	123	1683	1
4	247	240	110	1682	1
5	247	238	105	1666	1
6	247	237	100	1666	1
7	247	238	92	1661	1
8	247	240	91	1652	2
9	247	238	88	1652	2
10	247	236	83	1649	1
11	247	235	77	1649	1
12	247	231	76	1634	1
13	247	227	74	1634	1
14	247	229	73	1634	1
15	247	225	70	1634	1
16	247	226	65	1629	1
17	247	227	71	1628	1
18	247	230	69	1628	1
19	247	230	70	1609	1
20	247	230	66	1609	1
21	247	229	65	1609	1
22	247	229	66	1609	1
23	247	224	68	1609	1
24	247	224	67	1609	1
25	247	227	67	1599	1
26	247	232	71	1599	1
27	247	233	72	1599	1
28	247	231	70	1599	1
29	247	233	69	1599	1
30	247	235	69	1599	1
31	247	235	67	1599	1
32	247	231	64	1599	1
33	247	227	64	1599	1
34	247	226	64	1597	1
35	247	227	63	1597	1
36	247	223	60	1597	1
37	247	227	61	1590	1
38	247	224	61	1590	1
39	247	220	58	1590	1
40	247	221	62	1587	1
41	247	220	63	1587	1
42	247	219	61	1587	1
43	247	222	60	1587	1
44	247	223	59	1587	1
45	247	227	55	1587	1
46	247	226	54	1587	1
47	247	225	55	1584	2
48	247	224	59	1583	1
49	247	225	55	1583	1
50	247	226	55	1583	1
51	247	226	55	1583	1
52	247	224	54	1583	1
53	247	225	52	1583	1
54	247	226	51	1582	2
55	247	228	49	1582	2
56	247	226	47	1582	2
57	247	222	46	1578	1
58	247	223	44	1578	1
59	247	220	43	1578	1
60	247	224	42	1578	1
61	247	225	43	1578	1
62	247	227	42	1578	1
63	247	226	41	1578	1
64	247	224	42	1578	1
65	247	222	44	1575	1
66	247	219	43	1573	1
67	247	218	40	1573	1
68	247	217	37	1573	1
69	247	217	37	1573	1
70	247	216	36	1573	1
71	247	214	33	1573	1
72	247	212	31	1573	1
73	247	209	28	1573	1
74	247	207	27	1573	1
75	247	206	25	1573	1
76	247	209	25	1573	1
77	247	210	25	1573	1
78	247	211	24	1573	1
79	247	210	24	1573	1
80	247	211	25	1573	1
81	247	212	24	1573	1
82	247	216	22	1573	1
83	247	219	21	1573	1
84	247	219	19	1573	1
85	247	221	18	1573	1
86	247	220	17	1573	1
87	247	223	15	1573	1
88	247	221	15	1573	1
89	247	218	14	1573	1
90	247	214	14	1573	1
91	247	215	14	1573	1
92	247	214	14	1573	1
93	247	214	15	1573	1
94	247	214	16	1573	1
95	247	212	19	1573	1
96	247	213	20	1573	1
97	247	212	18	1573	1
98	247	211	18	1573	1
99	247	207	17	1573	1
100	247	206	19	1573	1
101	247	205	18	1574	192
102	247	205	19	1574	198
103	247	205	22	1574	202
104	247	204	19	1574	209
105	247	204	19	1574	210
106	247	204	19	1574	210
107	247	204	18	1574	211
108	247	204	19	1574	212
109	247	203	21	1574	215
110	247	203	19	1574	218
111	247	203	18	1574	221
112	247	203	17	1574	222
113	247	204	19	1574	223
114	247	202	16	1574	225
115	247	202	13	1574	229
116	247	201	12	1574	230
117	247	201	14	1574	229
118	247	200	14	1574	230
119	247	200	16	1574	229
120	247	203	21	1574	225
121	247	204	23	1574	223
122	247	209	32	1574	215
123	247	211	37	1574	210
124	247	215	41	1574	205
125	247	221	51	1574	195
126	247	227	69	1574	174
127	247	234	84	1574	158
128	247	232	81	1574	152
129	247	235	86	1574	143
130	247	236	83	1574	144
131	247	236	80	1574	145
132	247	236	77	1574	146
