1	247	245	165	2317	1
2	247	242	141	2264	1
3	247	245	143	2229	1
4	247	241	119	2218	1
5	247	240	116	2163	1
6	247	240	112	2163	1
7	247	243	109	2160	1
8	247	240	101	2135	1
9	247	244	96	2135	1
10	247	241	100	2135	1
11	247	237	91	2118	1
12	247	239	97	2118	1
13	247	236	91	2118	1
14	247	236	90	2118	1
15	247	238	95	2111	1
16	247	240	91	2111	1
17	247	238	82	2098	1
18	247	235	81	2090	1
19	247	233	81	2087	1
20	247	236	84	2087	1
21	247	236	83	2087	1
22	247	237	82	2080	2
23	247	237	75	2080	2
24	247	239	75	2071	1
25	247	241	73	2071	1
26	247	238	75	2068	1
27	247	236	72	2068	1
28	247	237	67	2068	1
29	247	237	63	2068	1
30	247	240	59	2068	1
31	247	235	55	2068	1
32	247	236	56	2068	1
33	247	236	51	2068	1
34	247	237	49	2068	1
35	247	234	46	2068	1
36	247	234	45	2059	1
37	247	232	43	2059	1
38	247	232	44	2059	1
39	247	229	42	2056	1
40	247	228	41	2056	1
41	247	230	38	2056	1
42	247	227	35	2056	1
43	247	226	32	2056	1
44	247	230	32	2056	1
45	247	232	32	2056	1
46	247	231	31	2056	1
47	247	229	31	2056	1
48	247	226	31	2056	1
49	247	228	32	2056	1
50	247	224	31	2056	1
51	247	224	30	2056	1
52	247	221	30	2054	2
53	247	220	31	2049	1
54	247	222	31	2049	1
55	247	217	32	2049	1
56	247	216	32	2049	1
57	247	219	32	2049	1
58	247	217	31	2049	1
59	247	217	34	2045	1
60	247	218	34	2045	1
61	247	216	34	2045	1
62	247	213	33	2045	1
63	247	217	35	2045	1
64	247	216	34	2045	1
65	247	218	33	2045	1
66	247	216	33	2045	1
67	247	219	35	2045	1
68	247	216	37	2043	1
69	247	216	37	2043	1
70	247	212	38	2043	1
71	247	215	43	2043	1
72	247	218	44	2043	1
73	247	215	44	2043	1
74	247	215	43	2043	1
75	247	211	42	2043	1
76	247	215	44	2043	1
77	247	213	46	2043	1
78	247	208	44	2043	1
79	247	214	41	2043	1
80	247	213	46	2043	1
81	247	215	43	2043	1
82	247	214	43	2043	1
83	247	210	43	2043	1
84	247	208	39	2043	1
85	247	209	39	2043	1
86	247	210	38	2043	1
87	247	210	36	2043	1
88	247	208	36	2043	1
89	247	205	36	2043	1
90	247	207	35	2043	1
91	247	206	36	2043	1
92	247	205	36	2043	1
93	247	204	33	2043	1
94	247	202	35	2043	1
95	247	202	35	2043	1
96	247	200	34	2043	1
97	247	200	36	2043	1
98	247	198	37	2043	1
99	247	196	37	2043	1
100	247	196	38	2043	1
101	247	196	38	2043	1
102	247	197	35	2043	1
103	247	198	38	2044	2
104	247	195	38	2044	2
105	247	196	36	2044	2
106	247	191	36	2044	2
107	247	191	39	2044	2
108	247	191	39	2044	2
109	247	190	37	2044	2
110	247	192	39	2044	2
111	247	192	40	2044	2
112	247	191	40	2044	2
113	247	186	38	2044	3
114	247	185	41	2044	3
115	247	185	40	2044	3
116	247	185	38	2044	3
117	247	186	40	2044	3
118	247	186	42	2044	3
119	247	188	49	2044	3
120	247	190	46	2044	3
121	247	189	46	2044	3
122	247	191	48	2044	3
123	247	192	48	2044	4
124	247	192	52	2044	4
125	247	193	54	2044	5
126	247	192	52	2044	6
127	247	192	53	2036	1
128	247	191	52	2036	1
129	247	190	54	2036	1
130	247	190	51	2036	1
131	247	192	56	2036	1
132	247	197	62	2036	1
133	247	196	64	2036	1
134	247	195	59	2036	1
135	247	194	59	2036	1
136	247	196	53	2036	1
137	247	195	50	2036	1
138	247	198	50	2036	1
139	247	198	51	2036	1
140	247	201	52	2036	1
141	247	204	57	2036	1
142	247	206	58	2036	1
143	247	207	54	2036	1
144	247	210	53	2036	1
145	247	207	49	2036	1
146	247	207	53	2036	1
147	247	205	55	2036	1
148	247	206	59	2036	1
149	247	206	58	2036	1
150	247	204	57	2036	1
151	247	203	57	2036	1
152	247	201	52	2035	1
153	247	197	53	2035	1
154	247	195	52	2035	1
155	247	198	52	2030	1
156	247	195	51	2030	1
157	247	199	55	2030	1
158	247	194	53	2030	1
159	247	193	47	2030	1
160	247	192	45	2030	1
161	247	190	43	2030	1
162	247	190	42	2030	1
163	247	187	44	2030	1
164	247	191	48	2030	1
165	247	192	50	2030	1
166	247	192	53	2030	1
167	247	189	49	2030	1
168	247	191	46	2030	1
169	247	194	44	2030	1
170	247	196	43	2030	1
171	247	195	41	2030	1
172	247	192	37	2030	1
173	247	195	34	2030	1
174	247	197	34	2030	1
175	247	193	36	2030	1
176	247	192	34	2030	1
177	247	196	39	2030	1
178	247	202	41	2030	1
179	247	205	40	2030	1
180	247	201	39	2030	1
181	247	202	38	2030	1
182	247	198	35	2030	1
183	247	201	35	2030	1
184	247	201	36	2030	1
185	247	202	36	2030	1
186	247	200	32	2030	1
187	247	201	32	2030	1
188	247	196	31	2030	1
189	247	194	31	2030	1
190	247	191	31	2031	18
191	247	191	31	2031	19
192	247	189	30	2031	24
193	247	187	29	2031	25
194	247	188	28	2031	32
195	247	193	31	2031	33
196	247	192	33	2031	39
197	247	192	32	2031	41
198	247	189	32	2031	48
199	247	189	35	2031	50
200	247	187	32	2031	56
201	247	185	32	2031	56
202	247	184	34	2031	58
203	247	181	33	2031	60
204	247	182	29	2031	63
205	247	177	28	2031	70
206	247	175	26	2031	76
207	247	175	29	2031	81
208	247	174	29	2031	86
209	247	175	29	2031	90
210	247	175	30	2031	95
211	247	176	30	2031	99
212	247	175	31	2031	106
213	247	174	32	2031	111
214	247	175	31	2031	113
215	247	178	34	2031	118
216	247	178	29	2031	121
217	247	177	35	2031	130
218	247	175	37	2031	137
219	247	177	38	2031	136
220	247	176	38	2031	142
